"REGIAO","ANO","INDICADOR_202"
"2501",2000,2.58
"2502",2000,2.92
"2503",2000,3.04
"2504",2000,3.125
"2501",2010,1.97
"2502",2010,2.115
"2503",2010,2.18
"2504",2010,2.33
"2501",1991,4.32
"2502",1991,4.265
"2503",1991,4.295
"2504",1991,4.99
"250101",2000,2.52
"250102",2000,2.68
"250103",2000,2.39
"250104",2000,2.47
"250105",2000,2.4
"250106",2000,2.67
"250107",2000,4.05
"250208",2000,2.655
"250209",2000,2.97
"250210",2000,2.87
"250211",2000,3.05
"250312",2000,2.74
"250313",2000,3.66
"250314",2000,3.15
"250315",2000,3.205
"250316",2000,2.985
"250317",2000,2.85
"250318",2000,3.37
"250319",2000,3.92
"250420",2000,3.41
"250421",2000,3.16
"250422",2000,2.77
"250423",2000,3.01
"250101",2010,2.02
"250102",2010,1.81
"250103",2010,1.92
"250104",2010,2.09
"250105",2010,2
"250106",2010,2.05
"250107",2010,2.11
"250208",2010,1.865
"250209",2010,2.44
"250210",2010,2.12
"250211",2010,2.095
"250312",2010,2.35
"250313",2010,2.3
"250314",2010,2.02
"250315",2010,2.28
"250316",2010,2.14
"250317",2010,2.07
"250318",2010,2.22
"250319",2010,2.11
"250420",2010,2.39
"250421",2010,2.25
"250422",2010,2.14
"250423",2010,2.605
"250101",1991,3.53
"250102",1991,4.14
"250103",1991,3.46
"250104",1991,4.77
"250105",1991,4.52
"250106",1991,4.51
"250107",1991,7.08
"250208",1991,4.49
"250209",1991,4.07
"250210",1991,4.15
"250211",1991,4.54
"250312",1991,3.88
"250313",1991,4.73
"250314",1991,4.1
"250315",1991,5.36
"250316",1991,4.22
"250317",1991,3.795
"250318",1991,3.99
"250319",1991,6.2
"250420",1991,5.4
"250421",1991,4.97
"250422",1991,3.37
"250423",1991,4.89
"25",2000,2.9
"25",2010,2.9
"25",1991,2.9
