"REGIAO","ANO","INDICADOR_203"
"2501",2000,47.55
"2502",2000,49.41
"2503",2000,48.795
"2504",2000,50.015
"2501",2010,25.3
"2502",2010,26.4
"2503",2010,25.5
"2504",2010,27.25
"2501",1991,75.11
"2502",1991,80.99
"2503",1991,85.61
"2504",1991,92.48
"250101",2000,43.55
"250102",2000,44.55
"250103",2000,47.4
"250104",2000,48.28
"250105",2000,44.55
"250106",2000,48.88
"250107",2000,55.93
"250208",2000,39.755
"250209",2000,49.94
"250210",2000,48.6
"250211",2000,49.33
"250312",2000,49.8
"250313",2000,52.88
"250314",2000,44.85
"250315",2000,47.4
"250316",2000,46.07
"250317",2000,47.25
"250318",2000,55.99
"250319",2000,55.93
"250420",2000,56.31
"250421",2000,51.81
"250422",2000,38.16
"250423",2000,47.77
"250101",2010,22.8
"250102",2010,24.6
"250103",2010,25.3
"250104",2010,23.7
"250105",2010,23.6
"250106",2010,26.7
"250107",2010,32.4
"250208",2010,23.4
"250209",2010,28.9
"250210",2010,26
"250211",2010,25.4
"250312",2010,24.5
"250313",2010,26
"250314",2010,23.3
"250315",2010,25.4
"250316",2010,23.2
"250317",2010,23.8
"250318",2010,30.7
"250319",2010,35
"250420",2010,31.5
"250421",2010,29.7
"250422",2010,20.34
"250423",2010,25
"250101",1991,62.36
"250102",1991,80.86
"250103",1991,73.42
"250104",1991,90.38
"250105",1991,82.95
"250106",1991,70.83
"250107",1991,89.56
"250208",1991,66.18
"250209",1991,80.83
"250210",1991,83.83
"250211",1991,81.15
"250312",1991,93.18
"250313",1991,81.15
"250314",1991,83.97
"250315",1991,77.35
"250316",1991,81.15
"250317",1991,73.23
"250318",1991,90.72
"250319",1991,93.13
"250420",1991,98.34
"250421",1991,93.18
"250422",1991,56.38
"250423",1991,87.365
"25",2000,48.6
"25",2010,26
"25",1991,81.15
