"REGIAO","ANO","INDICADOR_205"
"2501",2000,69.04
"2502",2000,68.175
"2503",2000,68.46
"2504",2000,67.895
"2501",2010,83.03
"2502",2010,82.395
"2503",2010,82.895
"2504",2010,81.9
"2501",1991,61.41
"2502",1991,59.46
"2503",1991,57.99
"2504",1991,55.915
"250101",2000,70.97
"250102",2000,70.48
"250103",2000,69.11
"250104",2000,68.7
"250105",2000,70.48
"250106",2000,68.42
"250107",2000,65.27
"250208",2000,72.955
"250209",2000,67.93
"250210",2000,68.55
"250211",2000,68.215
"250312",2000,67.99
"250313",2000,66.6
"250314",2000,70.34
"250315",2000,69.11
"250316",2000,69.75
"250317",2000,69.195
"250318",2000,65.24
"250319",2000,65.27
"250420",2000,65.11
"250421",2000,67.08
"250422",2000,75.105
"250423",2000,68.935
"250101",2010,84.47
"250102",2010,83.45
"250103",2010,83.03
"250104",2010,83.94
"250105",2010,84.01
"250106",2010,82.24
"250107",2010,79.11
"250208",2010,84.135
"250209",2010,81
"250210",2010,82.61
"250211",2010,82.96
"250312",2010,83.47
"250313",2010,82.61
"250314",2010,84.165
"250315",2010,82.955
"250316",2010,84.23
"250317",2010,83.895
"250318",2010,80.02
"250319",2010,77.78
"250420",2010,79.57
"250421",2010,80.58
"250422",2010,85.58
"250423",2010,83.215
"250101",1991,66.03
"250102",1991,59.5
"250103",1991,62
"250104",1991,56.54
"250105",1991,58.83
"250106",1991,62.9
"250107",1991,56.78
"250208",1991,64.59
"250209",1991,59.51
"250210",1991,58.55
"250211",1991,59.41
"250312",1991,55.71
"250313",1991,59.41
"250314",1991,58.535
"250315",1991,60.81
"250316",1991,59.41
"250317",1991,62.06
"250318",1991,56.44
"250319",1991,55.73
"250420",1991,54.24
"250421",1991,55.71
"250422",1991,68.465
"250423",1991,57.475
"25",2000,68.55
"25",2010,82.61
"25",1991,59.41
