"REGIAO","ANO","INDICADOR_105"
"2501",2012,0.919609090992302
"2502",2012,0.938968896549876
"2503",2012,0.959729974824229
"2504",2012,0.962138666109032
"2501",2011,0.944090478275532
"2502",2011,0.947919905982767
"2503",2011,0.959392953825378
"2504",2011,0.962395386304871
"2501",2010,0.951855935425294
"2502",2010,0.976731295339822
"2503",2010,0.97601032702859
"2504",2010,0.977356915528304
"2501",2009,0.955939008279451
"2502",2009,0.9730603819731
"2503",2009,0.975356127316354
"2504",2009,0.973574548461958
"2501",2008,0.964016454397784
"2502",2008,0.944558896015429
"2503",2008,0.967920842274303
"2504",2008,0.978522797396012
"2501",2007,0.957738724162877
"2502",2007,0.97873699190197
"2503",2007,0.974394056252357
"2504",2007,0.960877992560891
"250101",2012,0.916523988795231
"250102",2012,0.933151832845532
"250103",2012,0.935361148456689
"250104",2012,0.853732406942614
"250105",2012,0.95088671763383
"250106",2012,0.906155087446482
"250107",2012,0.942380419235564
"250208",2012,0.874410510304703
"250209",2012,0.945856774434675
"250210",2012,0.935685261257702
"250211",2012,0.962047163215172
"250312",2012,0.968823799047541
"250313",2012,0.955785832916787
"250314",2012,0.952112740102281
"250315",2012,0.945824833469032
"250316",2012,0.966384149817665
"250317",2012,0.957487975559008
"250318",2012,0.954066100833094
"250319",2012,0.946843976466469
"250420",2012,0.962331084052363
"250421",2012,0.961946248165701
"250422",2012,0.972637949656317
"250423",2012,0.934125999837675
"250101",2011,0.908726675970665
"250102",2011,0.976381344523384
"250103",2011,0.956073001558677
"250104",2011,0.874795102293569
"250105",2011,0.922184942014653
"250106",2011,0.950721952363542
"250107",2011,0.949029348312804
"250208",2011,0.956563791232935
"250209",2011,0.960203013831522
"250210",2011,0.939648995441348
"250211",2011,0.945183836461687
"250312",2011,0.966868159694294
"250313",2011,0.96219539006975
"250314",2011,0.963285533285902
"250315",2011,0.980916302600775
"250316",2011,0.950536648528584
"250317",2011,0.957975362712928
"250318",2011,0.960709434797447
"250319",2011,0.945594225095871
"250420",2011,0.968302197921911
"250421",2011,0.942307702822232
"250422",2011,0.973731884844234
"250423",2011,0.944457261068618
"250101",2010,0.936614793694279
"250102",2010,0.956001760819722
"250103",2010,0.973473381249523
"250104",2010,0.940286420332768
"250105",2010,0.954064271474309
"250106",2010,0.967948421149254
"250107",2010,0.951336987329503
"250208",2010,0.971484742193818
"250209",2010,0.990809139822249
"250210",2010,0.965318781523923
"250211",2010,0.961156181419794
"250312",2010,0.974480908203721
"250313",2010,0.97407385089178
"250314",2010,0.98804719771567
"250315",2010,0.982383525508158
"250316",2010,0.972650587874669
"250317",2010,0.967956569717062
"250318",2010,0.979889347562229
"250319",2010,0.937301700501401
"250420",2010,0.985453840356917
"250421",2010,0.965775716164105
"250422",2010,0.972275772735858
"250423",2010,0.973745256638204
"250101",2009,0.91476324990057
"250102",2009,0.961567706597084
"250103",2009,0.96019865399694
"250104",2009,0.958910711714841
"250105",2009,0.943551783006971
"250106",2009,0.923536463781733
"250107",2009,0.966976695883658
"250208",2009,0.96846380708246
"250209",2009,0.993446910751456
"250210",2009,0.955482423882505
"250211",2009,0.984278104418656
"250312",2009,0.990533919460911
"250313",2009,0.960366827491778
"250314",2009,0.99309106234419
"250315",2009,0.975344647963575
"250316",2009,0.974335018567601
"250317",2009,0.968558371528355
"250318",2009,0.974637430279362
"250319",2009,0.982060469916638
"250420",2009,0.959285526068953
"250421",2009,0.9866010853173
"250422",2009,0.978899477301886
"250423",2009,0.978540418305567
"250101",2008,0.942384032205806
"250102",2008,0.936297969530126
"250103",2008,0.983659221671857
"250104",2008,0.951034838832073
"250105",2008,0.940619205893896
"250106",2008,0.97622270663785
"250107",2008,0.972073088166739
"250208",2008,0.912210070688869
"250209",2008,0.979842270598391
"250210",2008,0.925081933607154
"250211",2008,0.944558896015429
"250312",2008,0.961820140856915
"250313",2008,0.965900501330457
"250314",2008,0.95767742097461
"250315",2008,0.976794821387783
"250316",2008,0.966048251969305
"250317",2008,0.980920774467142
"250318",2008,0.933939448421591
"250319",2008,0.963850990190601
"250420",2008,0.990238627590755
"250421",2008,0.980881488413443
"250422",2008,0.968025325979408
"250423",2008,0.974987674467525
"250101",2007,0.949207212772858
"250102",2007,0.990306940907503
"250103",2007,0.971849052200888
"250104",2007,0.889265656846254
"250105",2007,0.899558644973642
"250106",2007,0.959820328753702
"250107",2007,0.951112311363233
"250208",2007,0.994360194175413
"250209",2007,0.987734591203188
"250210",2007,0.986188235656644
"250211",2007,0.951369513842645
"250312",2007,0.977408257944238
"250313",2007,0.991092013053607
"250314",2007,0.971621574505265
"250315",2007,0.967971878502421
"250316",2007,0.969911499750002
"250317",2007,0.960487760927162
"250318",2007,0.973786280508247
"250319",2007,0.97971915630285
"250420",2007,0.963068152392172
"250421",2007,0.961331631594948
"250422",2007,0.947902285729212
"250423",2007,0.955178796853706
"25",2012,0.94946722771364
"25",2011,0.953185758834002
"25",2010,0.970736675035824
"25",2009,0.969075130474378
"25",2008,0.963850990190601
"25",2007,0.962667972100494
