"REGIAO","ANO","INDICADOR_101"
"2501",2012,471.224663165656
"2502",2012,511.965062290816
"2503",2012,389.465823221841
"2504",2012,358.1519947111
"2501",2011,458.341063202501
"2502",2011,473.058609789658
"2503",2011,361.509833577484
"2504",2011,372.431314961716
"2501",2010,411.329226893594
"2502",2010,437.981386430978
"2503",2010,333.725226774836
"2504",2010,347.445633239803
"2501",2009,380.239147450703
"2502",2009,423.267536004652
"2503",2009,314.10984119164
"2504",2009,315.711294468374
"2501",2008,371.479313845586
"2502",2008,420.696561599994
"2503",2008,300.845016632784
"2504",2008,298.742685824136
"2501",2007,397.832396649204
"2502",2007,400.959230866857
"2503",2007,280.22510543868
"2504",2007,306.464996035091
"250101",2012,476.489690788061
"250102",2012,441.228060750312
"250103",2012,463.794322361304
"250104",2012,696.896334083521
"250105",2012,519.868352032735
"250106",2012,471.996645736947
"250107",2012,408.349565081677
"250208",2012,495.784909008394
"250209",2012,478.456435259192
"250210",2012,565.12363111413
"250211",2012,507.95322287495
"250312",2012,500.048574287144
"250313",2012,367.403783383353
"250314",2012,434.698058002743
"250315",2012,380.662985137962
"250316",2012,393.884115315238
"250317",2012,352.482125929474
"250318",2012,372.455602649007
"250319",2012,381.497169682818
"250420",2012,338.747558169266
"250421",2012,385.015288614298
"250422",2012,362.979070733641
"250423",2012,488.578814916563
"250101",2011,445.491721247563
"250102",2011,430.48476345144
"250103",2011,469.54511120988
"250104",2011,532.138211100881
"250105",2011,516.817262011131
"250106",2011,466.930380850152
"250107",2011,365.693795791504
"250208",2011,436.313475043133
"250209",2011,438.251881505305
"250210",2011,508.032980248582
"250211",2011,475.224808208994
"250312",2011,441.014276534007
"250313",2011,358.007009385318
"250314",2011,369.500279262126
"250315",2011,362.819183078199
"250316",2011,358.286115932714
"250317",2011,306.496238817535
"250318",2011,362.9397478075
"250319",2011,360.509307916326
"250420",2011,380.512549840673
"250421",2011,342.482094972781
"250422",2011,367.833290142555
"250423",2011,432.77712459614
"250101",2010,412.831540169168
"250102",2010,403.877371257327
"250103",2010,441.915870805568
"250104",2010,522.734633576137
"250105",2010,398.484178250423
"250106",2010,371.567284637167
"250107",2010,346.883064646032
"250208",2010,398.143295961163
"250209",2010,426.363810174878
"250210",2010,485.0682914402
"250211",2010,444.498430515725
"250312",2010,436.910994388133
"250313",2010,319.195910707419
"250314",2010,348.602016866696
"250315",2010,343.12998567662
"250316",2010,335.547344190041
"250317",2010,300.752370751033
"250318",2010,323.433476271415
"250319",2010,333.837434985712
"250420",2010,350.334747561365
"250421",2010,313.187528372956
"250422",2010,336.71429938044
"250423",2010,386.815899231842
"250101",2009,382.100403769162
"250102",2009,378.838394965558
"250103",2009,354.401668506018
"250104",2009,478.460062547225
"250105",2009,368.899142588326
"250106",2009,401.36865380975
"250107",2009,324.352492177715
"250208",2009,387.615148086374
"250209",2009,419.563103338267
"250210",2009,432.191124847148
"250211",2009,412.825500670036
"250312",2009,382.268718101979
"250313",2009,310.788184631743
"250314",2009,351.139693448616
"250315",2009,320.821492960887
"250316",2009,308.40224109287
"250317",2009,267.838190725688
"250318",2009,308.455973396414
"250319",2009,293.695575747101
"250420",2009,317.795977801628
"250421",2009,293.22431171671
"250422",2009,323.734008362615
"250423",2009,343.322650667263
"250101",2008,380.128959998924
"250102",2008,362.958343809503
"250103",2008,334.161867421556
"250104",2008,452.128868663253
"250105",2008,358.74804858682
"250106",2008,388.423804009085
"250107",2008,320.918058988771
"250208",2008,417.633070092109
"250209",2008,442.184903612897
"250210",2008,416.943752507636
"250211",2008,409.526953267155
"250312",2008,342.799787448389
"250313",2008,268.95286602517
"250314",2008,349.092378948161
"250315",2008,310.096804887656
"250316",2008,300.845016632784
"250317",2008,250.357634635981
"250318",2008,299.070038908234
"250319",2008,282.537801836801
"250420",2008,280.487918231147
"250421",2008,266.970828234089
"250422",2008,326.298830789964
"250423",2008,382.217626576036
"250101",2007,344.877236288331
"250102",2007,305.838918565212
"250103",2007,408.678418285744
"250104",2007,465.627962497797
"250105",2007,414.020989180052
"250106",2007,384.599779394576
"250107",2007,308.239983858955
"250208",2007,479.269493930756
"250209",2007,398.749977815635
"250210",2007,437.748197478046
"250211",2007,395.139432752812
"250312",2007,314.129878058945
"250313",2007,257.742596275305
"250314",2007,357.344745748419
"250315",2007,294.188619823344
"250316",2007,315.261839933093
"250317",2007,252.179163369336
"250318",2007,273.746405499639
"250319",2007,265.507096005715
"250420",2007,282.38263753276
"250421",2007,310.306352610781
"250422",2007,296.67330914271
"250423",2007,337.847323857172
"25",2012,449.544663398407
"25",2011,423.620476996376
"25",2010,391.330437827767
"25",2009,363.601420434549
"25",2008,355.503505745044
"25",2007,345.040847816953
