"indicador","ano","min","q4neg","q3neg","q2neg","q0","q2","q3","q4","max"
"INDICADOR_201","1991","51.26","51.392","52.0716","54.7652","57.18","60.7712","63.7916","65.0612","65.29"
"INDICADOR_201","2010","65.3","65.3418","66.338","68.4204","70.41","72.1648","73.7476","74.299","74.31"
"INDICADOR_201","2000","58.3","58.305","58.64","61.26","63.24","65.1164","67.6168","69.982","70.51"
