"indicador","ano","min","q4neg","q3neg","q2neg","q0","q2","q3","q4","max"
"INDICADOR_202","1991","2.52","2.5752","3.0656","3.5276","4.43","5.4024","7.34","7.4414","7.47"
"INDICADOR_202","2010","1.49","1.512","1.62","1.85","2.16","2.4248","2.8864","3.21","3.21"
"INDICADOR_202","2000","1.93","2.1344","2.24","2.42","2.9","3.5072","4.3588","4.8316","4.88"
