"REGIAO","ANO","INDICADOR_001","INDICADOR_002","INDICADOR_004","INDICADOR_007","INDICADOR_009","INDICADOR_020","INDICADOR_021","INDICADOR_035","INDICADOR_041","INDICADOR_101","INDICADOR_102","INDICADOR_103","INDICADOR_104","INDICADOR_105","INDICADOR_106","INDICADOR_107","INDICADOR_108","INDICADOR_109","INDICADOR_110","INDICADOR_111","INDICADOR_112","INDICADOR_113","INDICADOR_114","INDICADOR_201","INDICADOR_202","INDICADOR_203","INDICADOR_204","INDICADOR_205","INDICADOR_206","INDICADOR_207","INDICADOR_208"
2504,2011,100,37.3313333333333,100,0.805,1.46,56.035,51.9126666666667,62.5,50,372.431314961716,353.319702363627,0.216756201123745,0.122318365490382,0.962395386304871,0.0376046136951292,0.943371167313639,0.0086533405521732,0,6.42668208568475e-06,0.00704222002550728,0,0.620008221617102,0.416842880308031,NA,NA,NA,NA,NA,NA,NA,NA
2504,2012,100,28.18,100,0.72,1.915,NA,NA,37.5,50,358.1519947111,340.713757581793,0.216018438362967,0.0948552411835118,0.962138666109032,0.0378613338909684,0.96558060946648,0.00058602204347712,0,0,0.00589757026467863,0,0.62317843277999,0.400611399903454,NA,NA,NA,NA,NA,NA,NA,NA
250101,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.98,3.53,62.36,81.76,66.03,6.49272727272727,0.295636363636364,0.6
250101,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.64,2.52,43.55,56.13,70.97,7.33454545454545,0.424,0.661
250101,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,344.877236288331,331.6383364244,0.273171602095457,0.0996520531625667,0.949207212772858,0.0507927872271421,0.135238588507488,0.849250747948552,0,0,0.0158178366705211,0,0.487556264680289,0.604947543150569,NA,NA,NA,NA,NA,NA,NA,NA
250101,2008,100,52.08,100,0.11,1.05,25,45.31,83.33,0,380.128959998924,356.111113470169,0.269750482800628,0.255097606290405,0.942384032205806,0.0576159677941944,0.116120236414325,0.880141469750591,0,0,0.0121317653964052,0,0.472495848197412,0.574863689040804,NA,NA,NA,NA,NA,NA,NA,NA
250101,2009,100,53.5881818181818,100,0.21,1.04,23,41.2263636363636,83.33,0,382.100403769162,357.479556308047,0.255599790614051,0.291248457241924,0.91476324990057,0.0852367500994296,0.0101965912102948,0.760509994280838,0,0,0.0177179352957661,0,0.494931201020406,0.47396912760724,NA,NA,NA,NA,NA,NA,NA,NA
250101,2010,100,49.2463636363636,100,0.18,1.19,20.47,51.7027272727273,83.33,0,412.831540169168,394.255622276409,0.255940833593977,0.130314598908759,0.936614793694279,0.0633852063057212,0.106602251734077,0.706780162764048,0,0,0.0176456309136229,0,0.490760566751398,0.335829154550103,71.58,2.02,22.8,24.6,84.47,9.33545454545455,0.581,0.776
250101,2011,100,50.2090909090909,100,0.24,1.23,19.44,60.4190909090909,37.5,0,445.491721247563,402.920562978506,0.260601100772991,0.210889140148857,0.908726675970665,0.0912733240293351,0.083337801718409,0.74319672677774,0,0,0.0141976414763964,0,0.499938337070845,0.183779296774613,NA,NA,NA,NA,NA,NA,NA,NA
250101,2012,100,51.22,100,0.3,1.42,NA,NA,0,28.57,476.489690788061,440.60967703122,0.285369304547978,0.15563522910916,0.916523988795231,0.0834760112047691,0.124612260615564,0.746829516279363,0,0,0.0121146065475129,0,0.515208227552864,0.309294326538488,NA,NA,NA,NA,NA,NA,NA,NA
250102,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.23,4.14,80.86,104.89,59.5,6.33133333333333,0.294333333333333,0.537
250102,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.36,2.68,44.55,57.38,70.48,7.55266666666667,0.425,0.656
250102,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,305.838918565212,300.825357630837,0.191972979316027,0.0262750361724963,0.990306940907503,0.00969305909249658,0.857657386747714,0,0,0,0,0,0.471858361882272,0,NA,NA,NA,NA,NA,NA,NA,NA
250102,2008,100,44.44,100,0,0.67,45.65,54.3,66.67,0,362.958343809503,312.167396747116,0.197935857300902,0.0553318336089823,0.936297969530126,0.0637020304698743,0.864176218441438,0,0,0,0,0,0.48991408590706,0,NA,NA,NA,NA,NA,NA,NA,NA
250102,2009,100,45.2006666666667,100,0,0.68,42.42,45.602,83.33,0,378.838394965558,320.640939510584,0.203444786438599,0.0964258400807244,0.961567706597084,0.0384322934029155,0.897872650268019,0,0,0,0,0,0.513618807516571,0,NA,NA,NA,NA,NA,NA,NA,NA
250102,2010,100,47.944,100,0.05,0.81,40.26,51.3153333333333,16.67,0,403.877371257327,403.046602602846,0.199931601006521,0.056146221936906,0.956001760819722,0.0439982391802778,0.835695624864739,0,0,0,0.000179621832994284,0,0.565585290192864,0.319596809774298,70.95,1.81,24.6,26.49,83.45,9.81866666666667,0.603,0.766
250102,2011,100,44.3726666666667,100,0.06,0.92,40.75,63.2633333333333,25,0,430.48476345144,423.019652578376,0.197791665425128,0.0476853973497976,0.976381344523384,0.0236186554766159,0.831910928778894,0,0,0,0.000256482379631207,0,0.541970572685284,0.274640437696013,NA,NA,NA,NA,NA,NA,NA,NA
250102,2012,100,43.44,100,0.18,1.01,NA,NA,25,28.57,441.228060750312,415.47131498471,0.198226464696015,0.060678297636827,0.933151832845532,0.066848167154468,0.930026070086942,0.0227811468456469,0,0,0.00837548320397377,0,0.525511324458992,0.133625301724381,NA,NA,NA,NA,NA,NA,NA,NA
250103,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.67,3.46,73.42,95.64,62,7.07529411764706,0.274882352941176,0.561
250103,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.56,2.39,47.4,60.95,69.11,8.29588235294118,0.412,0.643
250103,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,408.678418285744,331.563829769431,0.220989386285628,0.0898547990848647,0.971849052200888,0.0281509477991122,0.750140376836077,0.00947732086615843,0,0,0.000408112274407438,0,0.464988308905378,0.65213164664377,NA,NA,NA,NA,NA,NA,NA,NA
250103,2008,100,42.5,100,0.04,0.76,38.7,46.3541176470588,100,0,334.161867421556,315.607522079512,0.218688210127584,0.107513707908659,0.983659221671857,0.0163407783281428,0.897314956468255,0.00302842036231113,0,0,0.00486371828748143,0,0.471084595446173,0.608037500650584,NA,NA,NA,NA,NA,NA,NA,NA
250103,2009,100,41.7994117647059,100,0.07,0.88,35.77,53.6052941176471,66.67,0,354.401668506018,329.964411934447,0.212362933232053,0.132970962992568,0.96019865399694,0.0398013460030596,0.879574440348041,0.00146464813022269,0,0,0.00346712341817664,0,0.558518154808995,0.452345498527124,NA,NA,NA,NA,NA,NA,NA,NA
250103,2010,100,48.1105882352941,100,0.07,1.07,31.41,68.3564705882353,16.67,0,441.915870805568,359.374213663842,0.22274359266715,0.0845503741483869,0.973473381249523,0.0265266187504772,0.676228161815499,0,0,0,0.0063474546806736,0,0.550883250973148,0.337870281270551,70.7,1.92,25.3,27.28,83.03,10.6888235294118,0.58,0.762
250103,2011,100,40.2741176470588,100,0.11,1.47,25.32,64.5241176470588,50,28.57,469.54511120988,410.290477008737,0.191767915406591,0.0668697986916915,0.956073001558677,0.0439269984413235,0.726823216304277,0,0,0,0.00480842692971838,0,0.520602496625077,0.24879755996053,NA,NA,NA,NA,NA,NA,NA,NA
250103,2012,100,31.58,100,0.21,1.69,NA,NA,0,57.14,463.794322361304,405.420499159768,0.219563850834304,0.103122091947655,0.935361148456689,0.0646388515433114,0.868037663687634,0.0052268553026163,0,0,0.00175035905723624,0,0.50778837677833,0.244781468110107,NA,NA,NA,NA,NA,NA,NA,NA
250104,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5,4.77,90.38,116.6,56.54,6.98111111111111,0.270111111111111,0.508
250104,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.33,2.47,48.28,62.05,68.7,7.67333333333333,0.413,0.639
250104,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,465.627962497797,447.69552309694,0.233471501323671,0.210907001322336,0.889265656846254,0.110734343153746,0.898679524619468,3.88268943962707e-05,0,0,0.0139408822469844,0,0.404944928363088,0.535659042569365,NA,NA,NA,NA,NA,NA,NA,NA
250104,2008,100,39.84,100,0.06,0.63,57.69,51.8955555555556,0,0,452.128868663253,414.949605128855,0.212578036881996,0.0703312774086284,0.951034838832073,0.0489651611679268,0.933094060152247,8.41563027953548e-06,0,0,0.00965256970848484,0,0.462525130840375,0.33528109887358,NA,NA,NA,NA,NA,NA,NA,NA
250104,2009,100,34.9722222222222,100,0.15,1,55.07,55.0511111111111,50,0,478.460062547225,417.845447224068,0.209779175548142,0.128689524459917,0.958910711714841,0.041089288285159,0.965067940105595,0,0,0.000310519242797079,0.000438690755866278,0,0.537262524845576,0.0181281522461374,NA,NA,NA,NA,NA,NA,NA,NA
250104,2010,100,31.0555555555556,100,0.09,0.85,60,59.0033333333333,33.33,0,522.734633576137,458.457893812189,0.21860341983361,0.106092837090064,0.940286420332768,0.0597135796672324,0.87041187581472,0.0219583665339917,0,0.00106417283079795,0.0201768465796262,0,0.547609715399785,0.0685566553900798,71.25,2.09,23.7,25.58,83.94,8.99888888888889,0.596,0.771
250104,2011,100,26.25,100,0.11,0.98,48.28,60.8844444444444,37.5,0,532.138211100881,483.410735483322,0.212932810159161,0.180916281074773,0.874795102293569,0.12520489770643,0.832873347387062,0.000566419627037392,0,0,0.0178894176499477,0,0.510539750218627,0.120979265942018,NA,NA,NA,NA,NA,NA,NA,NA
250104,2012,100,30.43,100,0.11,0.91,NA,NA,0,0,696.896334083521,529.300396609143,0.252079956960409,0.332312979899497,0.853732406942614,0.146267593057386,0.81019495348009,0.0125811711659878,0,0,0.0240507925329487,0,0.463599767800819,0.147747091760062,NA,NA,NA,NA,NA,NA,NA,NA
250105,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.84,4.52,82.95,107.48,58.83,5.71777777777778,0.279111111111111,0.531
250105,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.36,2.4,44.55,57.38,70.48,7.01777777777778,0.405,0.656
250105,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,414.020989180052,363.351962757876,0.265545512270034,0.138640638431299,0.899558644973642,0.100441355026358,0.944548352764515,0,0,0,0,0,0.503198723391196,0.41381265079955,NA,NA,NA,NA,NA,NA,NA,NA
250105,2008,100,50.53,100,0.05,0.55,59.09,44.7722222222222,66.67,0,358.74804858682,341.926081239171,0.239523327028263,0.11099519783415,0.940619205893896,0.0593807941061036,0.948984520075716,0,0,0,0,0,0.496149767479189,0.382357352397912,NA,NA,NA,NA,NA,NA,NA,NA
250105,2009,100,41.9488888888889,100,0.06,0.46,57.73,47.3222222222222,66.67,0,368.899142588326,348.060303420806,0.24570303801926,0.144509832775323,0.943551783006971,0.0564482169930287,0.983360465620522,0,0,0,0.0010670916641243,0,0.591691341399054,0.348527480188905,NA,NA,NA,NA,NA,NA,NA,NA
250105,2010,100,46.0266666666667,100,0.07,0.65,50,52.5655555555556,33.33,0,398.484178250423,393.896523854171,0.255261782517091,0.0825831270420144,0.954064271474309,0.0459357285256905,0.945817558847465,0,0,0,0.0138603944425482,0,0.558112172956184,0.455888948127439,71.3,2,23.6,25.44,84.01,9.33,0.594,0.772
250105,2011,100,34.3144444444444,100,0.16,0.71,48.11,58.6233333333333,37.5,42.86,516.817262011131,417.938287412492,0.285846828577127,0.30945056875368,0.922184942014653,0.0778150579853475,0.911296701028536,0.00391128500941539,0,0,0.00835122086521736,0,0.507524111230666,0.201325246047209,NA,NA,NA,NA,NA,NA,NA,NA
250105,2012,100,35.96,100,0.29,0.77,NA,NA,0,57.14,519.868352032735,468.266788090486,0.261609050772229,0.157294477076029,0.95088671763383,0.0491132823661701,0.842034048997269,0.126466777696521,0,0,0.0151541994680243,0,0.507426202421789,0.251489420696663,NA,NA,NA,NA,NA,NA,NA,NA
250106,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.19,4.51,70.83,92.41,62.9,5.41818181818182,0.286272727272727,0.57
250106,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.16,2.67,48.88,62.8,68.42,6.22,0.41,0.636
250106,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,384.599779394576,376.350399679465,0.246755911869998,0.070924897069381,0.959820328753702,0.0401796712462976,1,0,0,0,0,0,0.419016994885969,0.59254502524969,NA,NA,NA,NA,NA,NA,NA,NA
250106,2008,100,38.89,100,0.05,0.49,51.28,27.4718181818182,83.33,0,388.423804009085,369.427552783402,0.233567302568113,0.0704317067523468,0.97622270663785,0.0237772933621499,1,0,0,0,0,0,0.441702387015957,0.490961761129139,NA,NA,NA,NA,NA,NA,NA,NA
250106,2009,98.23,39.6463636363636,100,0.02,0.71,48.19,26.5127272727273,66.67,0,401.36865380975,353.437158181992,0.248235685628008,0.257463605147781,0.923536463781733,0.0764635362182665,1,0,0,0,0,0,0.449866189008179,0.216958704052061,NA,NA,NA,NA,NA,NA,NA,NA
250106,2010,100,34.7136363636364,100,0.03,0.85,45.56,39.2936363636364,50,0,371.567284637167,342.872271123157,0.203260788657603,0.0835536648446263,0.967948421149254,0.0320515788507464,1,0,0,0,0,0,0.561413392570022,0.237844614356104,70.23,2.05,26.7,28.78,82.24,8.31727272727273,0.592,0.754
250106,2011,100,35.8309090909091,100,0.28,0.8,41.3,51.4209090909091,25,0,466.930380850152,391.110906680473,0.2182983937636,0.162975533194124,0.950721952363542,0.0492780476364577,0.994491654497215,0,0,0,0,0,0.564518055117282,0.213790423402943,NA,NA,NA,NA,NA,NA,NA,NA
250106,2012,100,35.14,100,0.31,1.21,NA,NA,0,28.57,471.996645736947,399.077704888889,0.230578457860514,0.133448388904422,0.906155087446482,0.0938449125535179,0.966562804992656,0,0,0,0,0,0.534736643524296,0.265738956978604,NA,NA,NA,NA,NA,NA,NA,NA
250107,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.64,7.08,89.56,115.61,56.78,5.79090909090909,0.259454545454545,0.511
250107,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.35,4.05,55.93,71.56,65.27,6.66818181818182,0.381,0.606
250107,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,308.239983858955,288.652647438285,0.262431572740274,0.0780935115040384,0.951112311363233,0.0488876886367671,0.98948594229619,0,0,0,0.010244433162805,0,0.538038550299557,0.598796783236433,NA,NA,NA,NA,NA,NA,NA,NA
250107,2008,100,60.78,100,0.08,0.62,60.36,37.9081818181818,66.67,0,320.918058988771,312.610017997828,0.236537071919067,0.0810202021595471,0.972073088166739,0.0279269118332611,0.982717011697878,0.0135950638442363,0,0,0.00822283384712546,0,0.48933803377816,0.493506377048492,NA,NA,NA,NA,NA,NA,NA,NA
