"REGIAO","ANO","INDICADOR_001","INDICADOR_002","INDICADOR_004","INDICADOR_007","INDICADOR_009","INDICADOR_020","INDICADOR_021","INDICADOR_035","INDICADOR_041","INDICADOR_101","INDICADOR_102","INDICADOR_103","INDICADOR_104","INDICADOR_105","INDICADOR_106","INDICADOR_107","INDICADOR_108","INDICADOR_109","INDICADOR_110","INDICADOR_111","INDICADOR_112","INDICADOR_113","INDICADOR_114","INDICADOR_201","INDICADOR_202","INDICADOR_203","INDICADOR_204","INDICADOR_205","INDICADOR_206","INDICADOR_207","INDICADOR_208"
250107,2009,100,51.2472727272727,100,0.13,0.68,55.74,48.2672727272727,83.33,0,324.352492177715,318.054641476785,0.22676879888141,0.091952190802287,0.966976695883658,0.0330233041163419,0.969585567299947,0.00178059233585702,0,0,0,0,0.549950746281536,0.296501673506773,NA,NA,NA,NA,NA,NA,NA,NA
250107,2010,100,44.0972727272727,100,0.14,0.8,51.63,51.74,83.33,0,346.883064646032,335.215853960158,0.234859534798252,0.102629020593137,0.951336987329503,0.0486630126704967,0.952621922664547,0.00297537255415143,0,0,0,0,0.595535270257309,0.271151145681688,68.43,2.11,32.4,34.96,79.11,8.35272727272727,0.572,0.724
250107,2011,100,42.1036363636364,100,0.15,0.84,44.92,57.2754545454545,87.5,0,365.693795791504,356.998005174956,0.224232899447564,0.159764884996636,0.949029348312804,0.0509706516871962,0.958654980561864,0.0236847623183456,0,0,0,0,0.557142149441423,0.247313083646597,NA,NA,NA,NA,NA,NA,NA,NA
250107,2012,100,54.32,100,0.15,1.14,NA,NA,12.5,28.57,408.349565081677,369.822776616499,0.231368750204775,0.135497080512106,0.942380419235564,0.0576195807644357,0.893788088753455,0.0560206641260859,0,0,0,0,0.54641220021538,0.25300601926102,NA,NA,NA,NA,NA,NA,NA,NA
250208,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.16,4.49,66.18,86.57,64.59,7.655,0.331666666666667,0.586
250208,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.795,2.655,39.755,51.335,72.955,8.77833333333333,0.4855,0.68
250208,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,479.269493930756,422.764469558272,0.222530021856417,0.0126716279542709,0.994360194175413,0.00563980582458727,0.959659884494097,0,0,0,0.00692137008766669,0,0.462760587104267,0.488956458697071,NA,NA,NA,NA,NA,NA,NA,NA
250208,2008,100,40.7,100,0.355,1.05,68.57,67.3616666666667,16.67,0,417.633070092109,362.449729496184,0.229480599606962,0.139576016901214,0.912210070688869,0.0877899293111312,0.91048301716701,0.0356010190926685,0,0,0.00533798070226,0,0.507035553840877,0.240666671110567,NA,NA,NA,NA,NA,NA,NA,NA
250208,2009,100,39.3483333333333,100,0.1,1.175,58.99,67.5166666666667,66.67,0,387.615148086374,370.962091582065,0.218817426013825,0.120023846651044,0.96846380708246,0.03153619291754,0.945830644693835,0.00131340698757743,0,0,0.0049663879169597,0,0.603444978754484,0.10082575613184,NA,NA,NA,NA,NA,NA,NA,NA
250208,2010,100,40.4816666666667,100,0.13,1.06,55.44,71.3166666666667,50,0,398.143295961163,385.360983789488,0.230080500428998,0.0501365533222019,0.971484742193818,0.0285152578061825,0.894427839437568,0.00811174699344616,0,0.000156405938380534,0.029162233371769,0,0.648116764480644,0.423063061989453,71.375,1.865,23.4,25.225,84.135,10.345,0.629,0.773
250208,2011,100,30.055,100,0.215,1.435,50.76,70.2216666666667,31.25,14.285,436.313475043133,396.661746984148,0.215091376771154,0.0973956419807335,0.956563791232935,0.0434362087670653,0.918539136566039,0.0354552596336293,0,0,0.0177488375319256,0,0.552357337871081,0.437520849673706,NA,NA,NA,NA,NA,NA,NA,NA
250208,2012,100,29.725,100,0.23,1.755,NA,NA,12.5,35.715,495.784909008394,412.843560518878,0.236004733837161,0.158509549339845,0.874410510304703,0.125589489695297,0.800474012537186,0.104184530440572,0,0,0.00449244026285711,0,0.518222010352518,0.259133762443911,NA,NA,NA,NA,NA,NA,NA,NA
250209,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.24,4.07,80.83,104.85,59.51,7.61111111111111,0.273555555555556,0.537
250209,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.88,2.97,49.94,64.13,67.93,8.33111111111111,0.409,0.631
250209,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,398.749977815635,393.859146330006,0.237113996311751,0.0557204729036978,0.987734591203188,0.0122654087968122,0.876206947671652,0.0265242274244771,0,0,0,0,0.553040559032149,0.437263139256367,NA,NA,NA,NA,NA,NA,NA,NA
250209,2008,100,51.4,100,0.07,0.54,75.86,70.6333333333333,83.33,0,442.184903612897,437.942206610556,0.248277593840142,0.0948604086994621,0.979842270598391,0.0201577294016086,0.973284043501504,0.0217364920256894,0,0,0,0,0.529090041355525,0.457308970848012,NA,NA,NA,NA,NA,NA,NA,NA
250209,2009,100,45.2255555555556,100,0.07,0.56,72.81,76.1177777777778,83.33,0,419.563103338267,416.813668876696,0.238780737006277,0.0280573565916699,0.993446910751456,0.00655308924854375,1,0,0,0,0,0,0.572984646770669,0.378618057043398,NA,NA,NA,NA,NA,NA,NA,NA
250209,2010,100,43.0111111111111,100,0.2,0.63,64.31,80.7122222222222,66.67,0,426.363810174878,414.9158458656,0.22115473289061,0.0358410982626899,0.990809139822249,0.00919086017775134,0.978556870924829,0,0,0,0.00928542866328411,0,0.575860460890106,0.370802887206418,69.51,2.44,28.9,31.18,81,9.70888888888889,0.574,0.742
250209,2011,100,40.4544444444444,100,0.18,0.95,57.78,76.52,62.5,42.86,438.251881505305,420.810777438728,0.230612056297251,0.0680756354063464,0.960203013831522,0.0397969861684783,0.959137403569337,0.00218303735176321,0,0,0.00197752939703777,0,0.553576268634908,0.293584594498555,NA,NA,NA,NA,NA,NA,NA,NA
250209,2012,100,34.11,100,0.42,1.21,NA,NA,25,42.86,478.456435259192,460.474160714286,0.23557807452197,0.0799102175218687,0.945856774434675,0.0541432255653245,0.665497139253909,0.0865099883801596,0,0,0.0010939899918272,0,0.54648726823102,0.256285396520278,NA,NA,NA,NA,NA,NA,NA,NA
250210,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.68,4.15,83.83,108.56,58.55,8.70823529411765,0.296529411764706,0.528
250210,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.24,2.87,48.6,62.45,68.55,9.50058823529412,0.434,0.637
250210,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,437.748197478046,380.263833191815,0.227237162299345,0.0373639222969144,0.986188235656644,0.0138117643433557,0.298566593948528,0.050779823017042,0,0.00286383189416627,0,0,0.463950136953496,0.576203954842676,NA,NA,NA,NA,NA,NA,NA,NA
250210,2008,100,43.56,100,0.29,0.91,48.44,44.8076470588235,50,0,416.943752507636,385.707132775186,0.23745757877592,0.164488432962037,0.925081933607154,0.0749180663928464,0.324556764436477,0.297414000721805,0,0.00175639621420878,0,0,0.41314740017288,0.553991690113985,NA,NA,NA,NA,NA,NA,NA,NA
250210,2009,100,38.8294117647059,100,0.6,0.91,44.84,48.9776470588235,66.67,0,432.191124847148,408.843288092238,0.232922906030486,0.124200080222508,0.955482423882505,0.0445175761174953,0.315385379115618,0.0474317305702901,0,0,0,0,0.472130703573002,0.393840715660379,NA,NA,NA,NA,NA,NA,NA,NA
250210,2010,100,36.9564705882353,100,0.25,0.96,45.19,55.0935294117647,66.67,0,485.0682914402,468.245532048945,0.219075860736012,0.07517305821099,0.965318781523923,0.034681218476077,0.647248854469108,0.171275918088503,0,0,0.0104463127120389,0,0.515755573389025,0.394159352517599,70.45,2.12,26,28.08,82.61,10.8088235294118,0.606,0.758
250210,2011,100,32.0352941176471,100,0.57,1.13,41.86,63.8629411764706,50,14.29,508.032980248582,491.50466164945,0.228459928845634,0.0991308198144695,0.939648995441348,0.0603510045586517,0.631597348794571,0.0934816981121862,0,0,0.0124492728033607,0,0.507400461422212,0.334625775888451,NA,NA,NA,NA,NA,NA,NA,NA
250210,2012,100,36.67,100,0.43,1.47,NA,NA,0,14.29,565.12363111413,480.639512059884,0.228201731495229,0.11109534828348,0.935685261257702,0.0643147387422983,0.652078707582512,0.119177835787145,0,0,0.00905647828106967,0,0.501774499565053,0.370659748616851,NA,NA,NA,NA,NA,NA,NA,NA
250211,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.18,4.54,81.15,105.24,59.41,8.5775,0.30475,0.536
250211,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.05,3.05,49.33,63.355,68.215,9.17583333333333,0.4445,0.6345
250211,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,395.139432752812,370.293628911833,0.22344731992906,0.117145268457241,0.951369513842645,0.0486304861573555,0.385592548795322,0.556635070048028,0,0.00125227542479307,0.00242583788059938,0,0.529170328091655,0.644295264214413,NA,NA,NA,NA,NA,NA,NA,NA
250211,2008,100,41.275,100,0.335,0.825,63.64,59.015,66.67,0,409.526953267155,379.115559471833,0.224861505903574,0.151962141538927,0.944558896015429,0.0554411039845714,0.200012213595761,0.668390814241384,0,0.00822785559073663,0.00159331535368166,0,0.496966876888022,0.573981782700357,NA,NA,NA,NA,NA,NA,NA,NA
250211,2009,100,27.79,100,0.36,1.005,56.875,62.7575,66.67,0,412.825500670036,407.443445429063,0.211727760692972,0.0540843346322352,0.984278104418656,0.0157218955813433,0.250695408653265,0.648866401979214,0,0.00202505897083152,0,0,0.5884390302786,0.627764286570318,NA,NA,NA,NA,NA,NA,NA,NA
250211,2010,100,31.2183333333333,100,0.32,0.795,53.3,64.625,66.67,7.145,444.498430515725,427.567053640341,0.217265941181631,0.10768143263049,0.961156181419794,0.0388438185802052,0.484172531943255,0.00609494006955797,0,0,0.0022602107438168,0,0.60771430640216,0.571888074375465,70.665,2.095,25.4,27.405,82.96,10.5041666666667,0.597,0.761
250211,2011,100,28.575,100,0.31,1.43,52.6,64.3125,37.5,14.29,475.224808208994,461.947796710435,0.216913653234589,0.134389895900055,0.945183836461687,0.0548161635383134,0.440128257316775,0.0811081602019575,0,0,0.000223450951983352,0,0.547569710477803,0.501947842767925,NA,NA,NA,NA,NA,NA,NA,NA
250211,2012,100,26.41,100,0.5,1.805,NA,NA,37.5,21.43,507.95322287495,468.724171355251,0.220011126986831,0.0648287483620354,0.962047163215172,0.0379528367848281,0.470182956319305,0.0469962953683975,0,0.000543566614763515,0,0,0.569012249475535,0.328704530369646,NA,NA,NA,NA,NA,NA,NA,NA
250312,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.01,3.88,93.18,120.03,55.71,7.89090909090909,0.273363636363636,0.5
250312,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.92,2.74,49.8,63.94,67.99,8.87545454545455,0.423,0.632
250312,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,314.129878058945,299.631751829161,0.232142071566059,0.174398098270903,0.977408257944238,0.0225917420557621,0.91180585888435,0.00250968544079525,0,0,0.0115682662771598,0,0.452033690176258,0.552936648923711,NA,NA,NA,NA,NA,NA,NA,NA
250312,2008,100,39.23,100,0.12,0.81,68.39,53.8227272727273,66.67,0,342.799787448389,340.871199348436,0.240216030692317,0.145715584332161,0.961820140856915,0.0381798591430853,0.905175622231955,0.0349476035599923,0,0,0.0103329783537985,0,0.502581909603272,0.566461232783427,NA,NA,NA,NA,NA,NA,NA,NA
250312,2009,100,35.6563636363636,100,0.16,0.87,70,55.7363636363636,83.33,0,382.268718101979,367.399295295111,0.212446769546181,0.0713394958352752,0.990533919460911,0.00946608053908934,0.915938236592676,0.0249030768531996,0,0,0.0097336686551216,0,0.588575157120724,0.316235744504104,NA,NA,NA,NA,NA,NA,NA,NA
250312,2010,100,36.3818181818182,100,0.22,0.94,62,69.1272727272727,66.67,14.29,436.910994388133,425.761422615539,0.210725679901941,0.0728999781436033,0.974480908203721,0.0255190917962793,0.570062404512374,0.0618191642265414,0,0,0.0108162302332625,0,0.610141194119573,0.408261855267816,70.96,2.35,24.5,26.46,83.47,10.3209090909091,0.591,0.766
250312,2011,100,33.7109090909091,100,0.16,1.23,64.04,59.3363636363636,62.5,57.14,441.014276534007,438.766737835454,0.232693132112959,0.0974636539892007,0.966868159694294,0.0331318403057061,0.436528888033846,0.0338933400976202,0,0,0.0148425950857557,0,0.572826525609732,0.307158692231042,NA,NA,NA,NA,NA,NA,NA,NA
250312,2012,100,31.06,100,0.29,1.52,NA,NA,50,57.14,500.048574287144,479.52569222792,0.232173307244718,0.0983408032119046,0.968823799047541,0.0311762009524593,0.492039060077446,0.0428307683147601,0,0,0.0138310848295373,0,0.583700960555513,0.30969512014322,NA,NA,NA,NA,NA,NA,NA,NA
250313,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.18,4.73,81.15,105.24,59.41,8,0.246,0.536
250313,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.12,3.66,52.88,67.78,66.6,8.66142857142857,0.372,0.619
250313,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,257.742596275305,255.569935875929,0.218765951240969,0.0231331449038318,0.991092013053607,0.00890798694639256,0.633142346095503,0.351943494192306,0,0,0.0142224776395514,0,0.569227848322387,0.644737709964982,NA,NA,NA,NA,NA,NA,NA,NA
250313,2008,100,47.56,98.3,0.1,0.86,65.92,49.5171428571429,83.33,0,268.95286602517,257.910864640621,0.229750102806211,0.0629841923717243,0.965900501330457,0.0340994986695429,0.636746153673839,0.347786388045044,0,0.000153703538105722,0.0153137547430109,0,0.552932089510792,0.639107539536893,NA,NA,NA,NA,NA,NA,NA,NA
250313,2009,100,44.9271428571429,100,0.14,0.65,67.9,53.9728571428571,83.33,0,310.788184631743,303.823157177811,0.210425023814626,0.0824121878009107,0.960366827491778,0.0396331725082218,0.659075983070956,0.325576158936495,0,0,0.0149772043429538,0,0.55109009148007,0.625859602108198,NA,NA,NA,NA,NA,NA,NA,NA
250313,2010,100,47.9614285714286,100,0.13,0.83,60.83,61.5914285714286,83.33,0,319.195910707419,310.920389931684,0.228274743240795,0.0744217290938499,0.97407385089178,0.0259261491082205,0.694317545659575,0.304462644056631,0,0,0.0125063417608583,0,0.614464178065967,0.377457948031935,70.45,2.3,26,28.08,82.61,10.2285714285714,0.564,0.758
250313,2011,100,46.0542857142857,100,0.24,1,55.56,61.5414285714286,50,28.57,358.007009385318,344.47269404321,0.216646251085433,0.117707437375062,0.96219539006975,0.0378046099302495,0.896514074929492,0.0892596795477402,0,0.000516910041132693,0.0134222043333906,0,0.583580142157923,0.386778054530395,NA,NA,NA,NA,NA,NA,NA,NA
250313,2012,100,50.18,100,0.28,1.33,NA,NA,12.5,42.86,367.403783383353,357.384024617255,0.217395896202142,0.073633322938234,0.955785832916787,0.0442141670832126,0.76505440196599,0.202251805363041,0,0,0.0158036911187676,0,0.618234218566083,0.409913262735814,NA,NA,NA,NA,NA,NA,NA,NA
250314,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.665,4.1,83.97,108.725,58.535,7.6125,0.30775,0.528
250314,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.27,3.15,44.85,57.755,70.34,8.7475,0.4485,0.6545
250314,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,357.344745748419,335.756875443446,0.241303846122382,0.101969278175533,0.971621574505265,0.0283784254947356,0.936867333275543,0,0.00738798952404435,0.00134653973249417,0.0132903983996295,0,0.533846314416704,0.0891298190028985,NA,NA,NA,NA,NA,NA,NA,NA
250314,2008,100,39.895,100,0.26,0.795,62.185,61.9275,66.67,0,349.092378948161,327.651825504364,0.229683536811459,0.10507415440185,0.95767742097461,0.0423225790253906,0.970233364025276,0,0.0114158214661341,0,0.0131864714286395,0,0.608389045213708,0.163969244411178,NA,NA,NA,NA,NA,NA,NA,NA
250314,2009,100,38.2825,100,0.18,1.01,63.285,68.47,50,0,351.139693448616,348.693969798822,0.23184345245959,0.0514878816029463,0.99309106234419,0.00690893765581052,0.954125118284605,0,0.0173368152628972,0,0.00406684624475605,0,0.646579284000077,0.130745614128145,NA,NA,NA,NA,NA,NA,NA,NA
250314,2010,100,40.605,100,0.355,1,60.135,74.205,50,7.145,348.602016866696,344.582300701202,0.20042538189227,0.0436809132441544,0.98804719771567,0.0119528022843301,0.953356142530496,0,0.010288420651161,0.000373988735640559,0.0131655157134645,0,0.64605309114418,0.363260459940507,71.395,2.02,23.3,25.17,84.165,10.2325,0.601,0.773
250314,2011,100,39.51,100,0.255,1.365,57.235,71.7325,43.75,50,369.500279262126,349.928795360271,0.200790636897498,0.0872196301539115,0.963285533285902,0.0367144667140976,0.949288649393532,0.00401976782780713,0.00708507086927815,0.000335852429177021,0.00848856196775285,0,0.654351727110009,0.169541995738984,NA,NA,NA,NA,NA,NA,NA,NA
250314,2012,100,32.49,100,0.415,1.805,NA,NA,37.5,57.14,434.698058002743,402.880711137567,0.215468548653913,0.108862356368666,0.952112740102281,0.0478872598977187,0.9591260067686,0.00119936675155499,0.00876863118343865,0.00015739285263737,0.00899043580914528,0,0.609050632267425,0.137860921145608,NA,NA,NA,NA,NA,NA,NA,NA
250315,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.975,5.36,77.35,100.47,60.81,7.80125,0.285,0.5495
250315,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.56,3.205,47.4,60.95,69.11,8.82,0.399,0.643
250315,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,294.188619823344,281.143735823413,0.254211478121232,0.107019073231855,0.967971878502421,0.0320281214975792,0.533148883800291,0.286427526572066,0,0,0.0157548035637264,0,0.594714480013698,0.470279999718269,NA,NA,NA,NA,NA,NA,NA,NA
250315,2008,100,47.875,100,0.155,0.875,68.67,46.5275,41.665,0,310.096804887656,301.389508320058,0.23627055960476,0.0569191785932204,0.976794821387783,0.0232051786122166,0.599927533569675,0.322575334782801,0,8.5190522305508e-05,0.0155323789625538,0,0.60455654113924,0.285882658508482,NA,NA,NA,NA,NA,NA,NA,NA
250315,2009,100,43.17875,100,0.23,0.85,68.475,53.14625,75,0,320.821492960887,314.663847093967,0.251259852562979,0.0848826211438901,0.975344647963575,0.024655352036425,0.537626378278113,0.343894270207056,0,0,0.0151389662916961,0,0.631924831546384,0.198370243588593,NA,NA,NA,NA,NA,NA,NA,NA
250315,2010,100,43.01875,100,0.16,0.965,60.82,58.71875,58.335,0,343.12998567662,329.155450307974,0.249742651351709,0.0808978661805239,0.982383525508158,0.0176164744918419,0.664834086106953,0.273023779438268,0,0,0.0138021229169824,0,0.657526461415726,0.294961033943187,70.66,2.28,25.4,27.415,82.955,9.7475,0.564,0.761
250315,2011,100,40.97125,100,0.275,1.125,62.625,60.7325,43.75,21.43,362.819183078199,355.887132709831,0.245638967039048,0.0583391551395687,0.980916302600775,0.0190836973992244,0.684264532422758,0.267517928482798,0,0,0.0114950757228032,0,0.634016986117503,0.311016958322442,NA,NA,NA,NA,NA,NA,NA,NA
250315,2012,100,35.91,100,0.315,1.525,NA,NA,43.75,28.575,380.662985137962,357.985278481842,0.24975958859248,0.112973614802829,0.945824833469032,0.0541751665309684,0.638308878740697,0.26095049673572,0,0,0.0101605883871957,0,0.636463466127771,0.303905500219669,NA,NA,NA,NA,NA,NA,NA,NA
250316,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.18,4.22,81.15,105.24,59.41,8.95357142857143,0.286142857142857,0.536
250316,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.935,2.985,46.07,59.28,69.75,9.48357142857143,0.421,0.649
250316,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,315.261839933093,298.358541205769,0.227986302003696,0.0500458430090197,0.969911499750002,0.0300885002499983,0.686936455054241,0.0083241912318941,0,0,0.0153480893803126,0,0.596264145206963,0.629562761760583,NA,NA,NA,NA,NA,NA,NA,NA
250316,2008,100,37.585,100,0.115,1.62,58.435,54.2671428571429,75,0,300.845016632784,286.471393659123,0.225760103188458,0.0734278740671711,0.966048251969305,0.0339517480306943,0.917450863928832,0.0170885995257209,0,0,0.0136911762487877,0,0.592403373955198,0.565314711195641,NA,NA,NA,NA,NA,NA,NA,NA
250316,2009,100,39.0407142857143,100,0.22,1.605,53.82,62.0292857142857,83.33,0,308.40224109287,299.464739283991,0.213595769375511,0.0977384692736987,0.974335018567601,0.0256649814323996,0.936984226432386,0.0355257448930372,0,0.000153142638117124,0.0171769965874937,0,0.627836254968215,0.464741246501906,NA,NA,NA,NA,NA,NA,NA,NA
250316,2010,100,44.6942857142857,100,0.25,1.795,51.325,61.9421428571429,66.67,0,335.547344190041,322.117624393815,0.213581862749506,0.0697917559448462,0.972650587874669,0.0273494121253308,0.948174437244612,0.00160880551823955,0,2.07060558021838e-05,0.0111800838232236,0,0.64096536540305,0.299556335553276,71.43,2.14,23.2,25.045,84.23,10.7092857142857,0.592,0.774
250316,2011,100,35.73,100,0.89,1.59,47.53,68.3635714285714,6.25,57.14,358.286115932714,346.06396995196,0.217007410955828,0.137526275017653,0.950536648528584,0.0494633514714154,0.961877694682025,0.0177761086015173,0,0,0.00618238255666575,0,0.62534139858622,0.258716895420752,NA,NA,NA,NA,NA,NA,NA,NA
250316,2012,100,30.31,100,0.815,2.405,NA,NA,62.5,57.14,393.884115315238,369.804425730958,0.219563518731232,0.0878141408805711,0.966384149817665,0.0336158501823354,0.9430719537473,0.00178236354096686,0,0.00125266810506734,0.0101039929249925,0,0.640698336826169,0.240776222527728,NA,NA,NA,NA,NA,NA,NA,NA
250317,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.7,3.795,73.23,95.405,62.06,8.05,0.326875,0.5615
250317,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.615,2.85,47.25,60.755,69.195,8.67875,0.4335,0.6435
250317,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,252.179163369336,244.289814990747,0.233890134147941,0.144397392502527,0.960487760927162,0.0395122390728377,0.41691944126954,0.448857372608074,0,0,0,0,0.572383143688467,0.675178573296518,NA,NA,NA,NA,NA,NA,NA,NA
250317,2008,100,40.78,100,0.355,0.635,61.99,44.88625,50,0,250.357634635981,241.824785147253,0.226959476665379,0.0588370932544933,0.980920774467142,0.0190792255328578,0.410887994182414,0.500174303534807,0,0,0.00295504340153608,0,0.595903007415872,0.61943492816123,NA,NA,NA,NA,NA,NA,NA,NA
250317,2009,100,36.5525,100,0.315,0.79,66.67,58.97125,66.67,0,267.838190725688,258.944525911751,0.227561852036825,0.107297683710504,0.968558371528355,0.0314416284716448,0.423176061686508,0.474685606632046,0,0,0.00353351022995393,0,0.608873606123923,0.565183251553514,NA,NA,NA,NA,NA,NA,NA,NA
250317,2010,100,33.88125,100,0.31,1.02,61.84,62.32125,66.67,0,300.752370751033,287.354002190624,0.237637157005911,0.0825875362340533,0.967956569717062,0.032043430282938,0.409907609641664,0.539833589065168,0,0,0.00371297510439004,0,0.59170560969549,0.402830985829189,71.225,2.07,23.8,25.66,83.895,9.54125,0.6125,0.7705
250317,2011,100,30.31625,100,0.405,0.935,59.835,56.00625,56.25,78.57,306.496238817535,295.778137735287,0.225896322685299,0.115690985379434,0.957975362712928,0.0420246372870716,0.417109895819128,0.53282295115076,0.0170659978953352,0,0.00988301348070631,0,0.566022673760291,0.353510708590797,NA,NA,NA,NA,NA,NA,NA,NA
250317,2012,100,32.525,100,0.56,1.215,NA,NA,43.75,85.71,352.482125929474,330.892768298326,0.2419465820373,0.111322094829688,0.957487975559008,0.0425120244409923,0.41085661023703,0.463316126507579,0.0207131401859681,0,0.00917373118787164,0,0.567756814542619,0.296294939351748,NA,NA,NA,NA,NA,NA,NA,NA
250318,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.44,3.99,90.72,117.02,56.44,7.96888888888889,0.271888888888889,0.507
250318,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.33,3.37,55.99,71.63,65.24,8.73777777777778,0.394,0.606
250318,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,273.746405499639,266.098951033006,0.233207686803664,0.0791841884816109,0.973786280508247,0.0262137194917534,0.56319640261705,0.0793028446167337,0,0,0.0194295804277384,0,0.544374142930425,0.623540069266706,NA,NA,NA,NA,NA,NA,NA,NA
250318,2008,100,51.45,100,0.15,0.76,66.67,46.0711111111111,83.33,0,299.070038908234,274.650936097985,0.237840290724934,0.160807414990853,0.933939448421591,0.0660605515784092,0.770333292170187,0.0513372904342844,0,0,0.015057359209398,0,0.485091414679576,0.606924332540697,NA,NA,NA,NA,NA,NA,NA,NA
250318,2009,100,45.5833333333333,100,0.15,0.97,64.55,49.0633333333333,66.67,0,308.455973396414,300.6327372654,0.240412336976202,0.103303602844692,0.974637430279362,0.0253625697206378,0.897389117805076,0.0749675045364944,0,0,0.0116153629967728,0,0.547691979777844,0.606204851615379,NA,NA,NA,NA,NA,NA,NA,NA
250318,2010,100,52.8611111111111,100,0.34,1.13,57.5,54.8022222222222,16.67,0,323.433476271415,316.16907819486,0.229787333013936,0.0576014913951118,0.979889347562229,0.0201106524377714,0.941856892753363,0,0,0,0.0124038328474354,0,0.563751339439661,0.602076121217317,68.94,2.22,30.7,33.12,80.02,10.1544444444444,0.568,0.732
250318,2011,100,47.3555555555556,100,0.53,1.4,56.83,53.6311111111111,37.5,57.14,362.9397478075,344.156223379266,0.229810943251394,0.144002927698678,0.960709434797447,0.0392905652025533,0.927524771235522,0,0,0,0,0,0.544315445164864,0.509986694258123,NA,NA,NA,NA,NA,NA,NA,NA
250318,2012,100,30.77,100,0.63,1.82,NA,NA,0,57.14,372.455602649007,363.896066152627,0.230312692468239,0.0979206624503176,0.954066100833094,0.0459338991669061,0.957878490893649,0,0,0,8.99324336132552e-05,0,0.536937914744088,0.416777887792533,NA,NA,NA,NA,NA,NA,NA,NA
