"REGIAO","ANO","INDICADOR_208"
"2501",2000,0.642
"2502",2000,0.6335
"2503",2000,0.6365
"2504",2000,0.631
"2501",2010,0.762
"2502",2010,0.7555
"2503",2010,0.7605
"2504",2010,0.7505
"2501",1991,0.556
"2502",1991,0.5365
"2503",1991,0.5225
"2504",1991,0.502
"250101",2000,0.661
"250102",2000,0.656
"250103",2000,0.643
"250104",2000,0.639
"250105",2000,0.656
"250106",2000,0.636
"250107",2000,0.606
"250208",2000,0.68
"250209",2000,0.631
"250210",2000,0.637
"250211",2000,0.6345
"250312",2000,0.632
"250313",2000,0.619
"250314",2000,0.6545
"250315",2000,0.643
"250316",2000,0.649
"250317",2000,0.6435
"250318",2000,0.606
"250319",2000,0.606
"250420",2000,0.604
"250421",2000,0.623
"250422",2000,0.701
"250423",2000,0.641
"250101",2010,0.776
"250102",2010,0.766
"250103",2010,0.762
"250104",2010,0.771
"250105",2010,0.772
"250106",2010,0.754
"250107",2010,0.724
"250208",2010,0.773
"250209",2010,0.742
"250210",2010,0.758
"250211",2010,0.761
"250312",2010,0.766
"250313",2010,0.758
"250314",2010,0.773
"250315",2010,0.761
"250316",2010,0.774
"250317",2010,0.7705
"250318",2010,0.732
"250319",2010,0.712
"250420",2010,0.728
"250421",2010,0.738
"250422",2010,0.788
"250423",2010,0.764
"250101",1991,0.6
"250102",1991,0.537
"250103",1991,0.561
"250104",1991,0.508
"250105",1991,0.531
"250106",1991,0.57
"250107",1991,0.511
"250208",1991,0.586
"250209",1991,0.537
"250210",1991,0.528
"250211",1991,0.536
"250312",1991,0.5
"250313",1991,0.536
"250314",1991,0.528
"250315",1991,0.5495
"250316",1991,0.536
"250317",1991,0.5615
"250318",1991,0.507
"250319",1991,0.5
"250420",1991,0.486
"250421",1991,0.5
"250422",1991,0.623
"250423",1991,0.5175
"25",2000,0.64
"25",2010,0.64
"25",1991,0.64
