"REGIAO","ANO","INDICADOR_021"
"2501",2011,59.9393902439024
"2502",2011,67.4415909090909
"2503",2011,61.4172727272727
"2504",2011,51.9126666666667
"2501",2010,54.2774390243902
"2502",2010,65.1454545454545
"2503",2010,62.0054545454545
"2504",2010,49.498
"2501",2009,45.624756097561
"2502",2009,60.8152272727273
"2503",2009,56.6315151515152
"2504",2009,47.765
"2501",2008,44.1514634146341
"2502",2008,57.0404545454545
"2503",2008,49.975303030303
"2504",2008,46.2693333333333
"250101",2011,60.4190909090909
"250102",2011,63.02
"250103",2011,64.5241176470588
"250104",2011,60.8844444444444
"250105",2011,58.6233333333333
"250106",2011,51.4209090909091
"250107",2011,57.2754545454545
"250208",2011,70.2216666666667
"250209",2011,76.52
"250210",2011,63.8629411764706
"250211",2011,64.3125
"250312",2011,59.3363636363636
"250313",2011,61.5414285714286
"250314",2011,71.7325
"250315",2011,60.7325
"250316",2011,68.3635714285714
"250317",2011,56.00625
"250318",2011,53.6311111111111
"250319",2011,61.888
"250420",2011,51.9909090909091
"250421",2011,50.0911111111111
"250422",2011,52.595
"250423",2011,54.7725
"250101",2010,51.7027272727273
"250102",2010,51.0335714285714
"250103",2010,68.3564705882353
"250104",2010,59.0033333333333
"250105",2010,52.5655555555556
"250106",2010,39.2936363636364
"250107",2010,51.74
"250208",2010,71.3166666666667
"250209",2010,80.7122222222222
"250210",2010,55.0935294117647
"250211",2010,64.625
"250312",2010,69.1272727272727
"250313",2010,61.5914285714286
"250314",2010,74.205
"250315",2010,58.71875
"250316",2010,61.9421428571429
"250317",2010,62.32125
"250318",2010,54.8022222222222
"250319",2010,55.054
"250420",2010,52.4536363636364
"250421",2010,45.1955555555556
"250422",2010,49.5083333333333
"250423",2010,51.035
"250101",2009,41.2263636363636
"250102",2009,45.1792857142857
"250103",2009,53.6052941176471
"250104",2009,55.0511111111111
"250105",2009,47.3222222222222
"250106",2009,26.5127272727273
"250107",2009,48.2672727272727
"250208",2009,67.5166666666667
"250209",2009,76.1177777777778
"250210",2009,48.9776470588235
"250211",2009,62.7575
"250312",2009,55.7363636363636
"250313",2009,53.9728571428571
"250314",2009,68.47
"250315",2009,53.14625
"250316",2009,62.0292857142857
"250317",2009,58.97125
"250318",2009,49.0633333333333
"250319",2009,53.194
"250420",2009,50.2054545454545
"250421",2009,45.2577777777778
"250422",2009,47.3116666666667
"250423",2009,47.375
"250101",2008,45.31
"250102",2008,53.2
"250103",2008,46.3541176470588
"250104",2008,51.8955555555556
"250105",2008,44.7722222222222
"250106",2008,27.4718181818182
"250107",2008,37.9081818181818
"250208",2008,67.3616666666667
"250209",2008,70.6333333333333
"250210",2008,44.8076470588235
"250211",2008,59.015
"250312",2008,53.8227272727273
"250313",2008,49.5171428571429
"250314",2008,61.9275
"250315",2008,46.5275
"250316",2008,54.2671428571429
"250317",2008,44.88625
"250318",2008,46.0711111111111
"250319",2008,41.26
"250420",2008,48.7863636363636
"250421",2008,43.9566666666667
"250422",2008,45.5583333333333
"250423",2008,45.6175
"25",2011,54.9723766816143
"25",2010,54.9723766816143
"25",2009,54.9723766816143
"25",2008,54.9723766816143
