"REGIAO","ANO","INDICADOR_035"
"2501",2012,0
"2502",2012,12.5
"2503",2012,25
"2504",2012,37.5
"2501",2011,37.5
"2502",2011,37.5
"2503",2011,37.5
"2504",2011,62.5
"2501",2010,50
"2502",2010,66.67
"2503",2010,66.67
"2504",2010,66.67
"2501",2009,66.67
"2502",2009,66.67
"2503",2009,75
"2504",2009,75
"2501",2008,66.67
"2502",2008,66.67
"2503",2008,66.67
"2504",2008,66.67
"250101",2012,0
"250102",2012,12.5
"250103",2012,0
"250104",2012,0
"250105",2012,0
"250106",2012,0
"250107",2012,12.5
"250208",2012,12.5
"250209",2012,25
"250210",2012,0
"250211",2012,37.5
"250312",2012,50
"250313",2012,12.5
"250314",2012,37.5
"250315",2012,43.75
"250316",2012,62.5
"250317",2012,43.75
"250318",2012,0
"250319",2012,12.5
"250420",2012,37.5
"250421",2012,37.5
"250422",2012,43.75
"250423",2012,18.75
"250101",2011,37.5
"250102",2011,25
"250103",2011,50
"250104",2011,37.5
"250105",2011,37.5
"250106",2011,25
"250107",2011,87.5
"250208",2011,31.25
"250209",2011,62.5
"250210",2011,50
"250211",2011,37.5
"250312",2011,62.5
"250313",2011,50
"250314",2011,43.75
"250315",2011,43.75
"250316",2011,6.25
"250317",2011,56.25
"250318",2011,37.5
"250319",2011,12.5
"250420",2011,75
"250421",2011,75
"250422",2011,62.5
"250423",2011,37.5
"250101",2010,83.33
"250102",2010,16.67
"250103",2010,16.67
"250104",2010,33.33
"250105",2010,33.33
"250106",2010,50
"250107",2010,83.33
"250208",2010,50
"250209",2010,66.67
"250210",2010,66.67
"250211",2010,66.67
"250312",2010,66.67
"250313",2010,83.33
"250314",2010,50
"250315",2010,58.335
"250316",2010,66.67
"250317",2010,66.67
"250318",2010,16.67
"250319",2010,66.67
"250420",2010,50
"250421",2010,66.67
"250422",2010,66.67
"250423",2010,83.33
"250101",2009,83.33
"250102",2009,83.33
"250103",2009,66.67
"250104",2009,50
"250105",2009,66.67
"250106",2009,66.67
"250107",2009,83.33
"250208",2009,66.67
"250209",2009,83.33
"250210",2009,66.67
"250211",2009,66.67
"250312",2009,83.33
"250313",2009,83.33
"250314",2009,50
"250315",2009,75
"250316",2009,83.33
"250317",2009,66.67
"250318",2009,66.67
"250319",2009,66.67
"250420",2009,83.33
"250421",2009,66.67
"250422",2009,75
"250423",2009,58.335
"250101",2008,83.33
"250102",2008,75
"250103",2008,100
"250104",2008,0
"250105",2008,66.67
"250106",2008,83.33
"250107",2008,66.67
"250208",2008,16.67
"250209",2008,83.33
"250210",2008,50
"250211",2008,66.67
"250312",2008,66.67
"250313",2008,83.33
"250314",2008,66.67
"250315",2008,41.665
"250316",2008,75
"250317",2008,50
"250318",2008,83.33
"250319",2008,66.67
"250420",2008,83.33
"250421",2008,83.33
"250422",2008,58.335
"250423",2008,33.33
"25",2012,50
"25",2011,50
"25",2010,50
"25",2009,50
"25",2008,50
