"REGIAO","ANO","INDICADOR_004"
"2501",2012,100
"2502",2012,100
"2503",2012,100
"2504",2012,100
"2501",2011,100
"2502",2011,100
"2503",2011,100
"2504",2011,100
"2501",2010,100
"2502",2010,100
"2503",2010,100
"2504",2010,100
"2501",2009,100
"2502",2009,100
"2503",2009,100
"2504",2009,100
"2501",2008,100
"2502",2008,100
"2503",2008,100
"2504",2008,100
"250101",2012,100
"250102",2012,100
"250103",2012,100
"250104",2012,100
"250105",2012,100
"250106",2012,100
"250107",2012,100
"250208",2012,100
"250209",2012,100
"250210",2012,100
"250211",2012,100
"250312",2012,100
"250313",2012,100
"250314",2012,100
"250315",2012,100
"250316",2012,100
"250317",2012,100
"250318",2012,100
"250319",2012,100
"250420",2012,100
"250421",2012,100
"250422",2012,100
"250423",2012,100
"250101",2011,100
"250102",2011,100
"250103",2011,100
"250104",2011,100
"250105",2011,100
"250106",2011,100
"250107",2011,100
"250208",2011,100
"250209",2011,100
"250210",2011,100
"250211",2011,100
"250312",2011,100
"250313",2011,100
"250314",2011,100
"250315",2011,100
"250316",2011,100
"250317",2011,100
"250318",2011,100
"250319",2011,100
"250420",2011,100
"250421",2011,100
"250422",2011,100
"250423",2011,100
"250101",2010,100
"250102",2010,100
"250103",2010,100
"250104",2010,100
"250105",2010,100
"250106",2010,100
"250107",2010,100
"250208",2010,100
"250209",2010,100
"250210",2010,100
"250211",2010,100
"250312",2010,100
"250313",2010,100
"250314",2010,100
"250315",2010,100
"250316",2010,100
"250317",2010,100
"250318",2010,100
"250319",2010,100
"250420",2010,100
"250421",2010,100
"250422",2010,100
"250423",2010,100
"250101",2009,100
"250102",2009,100
"250103",2009,100
"250104",2009,100
"250105",2009,100
"250106",2009,100
"250107",2009,100
"250208",2009,100
"250209",2009,100
"250210",2009,100
"250211",2009,100
"250312",2009,100
"250313",2009,100
"250314",2009,100
"250315",2009,100
"250316",2009,100
"250317",2009,100
"250318",2009,100
"250319",2009,100
"250420",2009,100
"250421",2009,100
"250422",2009,100
"250423",2009,100
"250101",2008,100
"250102",2008,100
"250103",2008,100
"250104",2008,100
"250105",2008,100
"250106",2008,100
"250107",2008,100
"250208",2008,100
"250209",2008,100
"250210",2008,100
"250211",2008,100
"250312",2008,100
"250313",2008,98.3
"250314",2008,100
"250315",2008,100
"250316",2008,100
"250317",2008,100
"250318",2008,100
"250319",2008,92.05
"250420",2008,100
"250421",2008,100
"250422",2008,100
"250423",2008,100
"25",2012,100
"25",2011,100
"25",2010,100
"25",2009,100
"25",2008,100
