"COD_MUNICIPIO","ANO","COD_MESO","NOME_MESO","COD_MICRO","NOME_MICRO","NOME_MUNICIPIO","INDICADOR_001","DESVIOS_MELHOR_INDICADOR_01","INDICADOR_002","DESVIOS_MELHOR_INDICADOR_02","INDICADOR_004","DESVIOS_MELHOR_INDICADOR_04","INDICADOR_007","DESVIOS_MELHOR_INDICADOR_07","INDICADOR_009","DESVIOS_MELHOR_INDICADOR_09","INDICADOR_020","DESVIOS_MELHOR_INDICADOR_020","INDICADOR_021","DESVIOS_MELHOR_INDICADOR_021","INDICADOR_035","DESVIOS_MELHOR_INDICADOR_035","INDICADOR_041","DESVIOS_MELHOR_INDICADOR_041","INDICADOR_101","DESVIOS_MELHOR_INDICADOR_101","INDICADOR_102","DESVIOS_MELHOR_INDICADOR_102","INDICADOR_103","DESVIOS_MELHOR_INDICADOR_103","INDICADOR_105","DESVIOS_MELHOR_INDICADOR_105","INDICADOR_106","DESVIOS_MELHOR_INDICADOR_106","INDICADOR_107","DESVIOS_MELHOR_INDICADOR_107","INDICADOR_108","DESVIOS_MELHOR_INDICADOR_108","INDICADOR_109","DESVIOS_MELHOR_INDICADOR_109","INDICADOR_110","DESVIOS_MELHOR_INDICADOR_110","INDICADOR_111","DESVIOS_MELHOR_INDICADOR_111","INDICADOR_112","DESVIOS_PIOR_INDICADOR_112","INDICADOR_113","DESVIOS_PIOR_INDICADOR_113","INDICADOR_114","DESVIOS_PIOR_INDICADOR_114"
250320,2009,2504,"Mata Paraibana",250422,"João Pessoa","Cabedelo",100,4,32.02,-1,100,4,0.2,1,1.67,2,45.99,-1,57.28,1,50,-1,14.29,2,7429.35608985025,3,25318.5451164725,3,0.252475238351608,1,3.40790572026315,-1,0.552878737368908,1,6384497.38,2,4106606.11,2,0.00855695751368212,-1,0.002382643715,-1,0.0269549882,2,0.57050397595,2,20397243.71,4,0.3654471878,-1
250320,2010,2504,"Mata Paraibana",250422,"João Pessoa","Cabedelo",100,4,28.52,-2,100,4,0.21,1,1.64,2,40.16,-1,59.53,1,66.67,0,85.71,4,9434.99257520383,3,30090.860612876,3,0.282604834138889,2,3.18928291390054,-2,0.349226974109864,-1,8173501.73,2,8144038.99,2,0.020811163895396,1,0.026708434636,1,0.02670843464,1,0.46220096923,2,25095144.97,4,0.4665285355,1
250320,2010,2504,"Mata Paraibana",250422,"João Pessoa","Cabedelo",100,4,28.52,-2,100,4,0.21,1,1.64,2,40.16,-1,59.53,1,66.67,0,85.71,4,9434.99257520383,3,30090.860612876,3,0.282604834138889,2,3.18928291390054,-2,0.349226974109864,-1,8173501.73,2,8144038.99,2,0.020811163895396,1,0.003551799941,-1,0.02670843464,1,0.46220096923,2,25095144.97,4,0.4665285355,1
250320,2011,2504,"Mata Paraibana",250422,"João Pessoa","Cabedelo",100,4,30.53,-1,100,4,0.47,1,1.8,2,41.84,-1,61.3,1,50,0,71.43,2,9770.64698656967,3,31972.8310632345,3,0.271717568607791,1,3.27233509788891,-2,0.407956924168166,-1,7531729.9,2,16937623.01,3,0.0407508744930372,1,0.048431069363,2,0.04843106936,2,0.19807307753,2,25297850.4,3,0.4311889216,1
250320,2011,2504,"Mata Paraibana",250422,"João Pessoa","Cabedelo",100,4,30.53,-1,100,4,0.47,1,1.8,2,41.84,-1,61.3,1,50,0,71.43,2,9770.64698656967,3,31972.8310632345,3,0.271717568607791,1,3.27233509788891,-2,0.407956924168166,-1,7531729.9,2,16937623.01,3,0.0407508744930372,1,0.010039912229,-1,0.04843106936,2,0.19807307753,2,25297850.4,3,0.4311889216,1
250320,2012,2504,"Mata Paraibana",250422,"João Pessoa","Cabedelo",98.12,-2,22.98,-2,100,4,0.4,1,2.6,2,2.6,2,2.6,2,12.5,0,85.71,3,10972.0091643454,3,35657.0436406685,3,0.270056515753645,1,3.24981898087905,-1,0.453109634671314,-1,8947347.07,2,18378111.45,4,0.0378471821620318,1,0.050029659798,2,0.0500296598,2,0.2097193733,2,30016543.88,3,0.465742155,1
250320,2012,2504,"Mata Paraibana",250422,"João Pessoa","Cabedelo",98.12,-2,22.98,-2,100,4,0.4,1,2.6,2,2.6,2,2.6,2,12.5,0,85.71,3,10972.0091643454,3,35657.0436406685,3,0.270056515753645,1,3.24981898087905,-1,0.453109634671314,-1,8947347.07,2,18378111.45,4,0.0378471821620318,1,0.008096576894,-1,0.0500296598,2,0.2097193733,2,30016543.88,3,0.465742155,1
250330,2007,2501,"Sertão Paraibano",250102,"Cajazeiras","Cachoeira dos Índios",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.9867684177805,-2,393.672333229717,-1,0.188491255311545,-2,4.32669870658673,1,0.978587198306671,2,1455891.97,1,7630.2,-2,NA,NA,NA,NA,NA,NA,0,0,831186.49,-1,0.5350853644,-1
250330,2008,2501,"Sertão Paraibano",250102,"Cajazeiras","Cachoeira dos Índios",100,4,41.81,-1,100,4,0,-4,0.66,-1,52.99,-1,29.85,-2,66.67,0,0,2,116.495076748152,-2,460.001418419557,-2,0.162818067466619,-2,3.94867689914503,1,2.19314762659454,2,1899592.35,1,149556.05,-1,NA,NA,NA,NA,NA,NA,0,0,1165811.75,1,0.5004961108,-1
250330,2009,2501,"Sertão Paraibano",250102,"Cajazeiras","Cachoeira dos Índios",100,4,46.83,1,100,4,0.13,-1,0.68,-1,50,-1,32.84,-2,33.33,-2,0,2,132.122118912797,-1,503.007676670442,-2,0.203444786438599,-1,3.80714206530728,-1,1.10819647693551,2,2324647.62,1,8629,-2,NA,NA,NA,NA,NA,NA,0,2,1643362.98,1,0.4619658207,-1
250330,2010,2501,"Sertão Paraibano",250102,"Cajazeiras","Cachoeira dos Índios",100,4,37.5,-1,100,4,0.15,-1,0.66,-1,41.43,-1,38.57,-2,0,-4,0,0,145.750745760688,-1,562.490497969907,-2,0.193191228975149,-1,3.85926325820298,-1,13169551721308,4,2441033.49,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1584903.43,1,0.3195965818,-1
250330,2011,2501,"Sertão Paraibano",250102,"Cajazeiras","Cachoeira dos Índios",94.28,-2,39.25,1,100,4,0.01,-2,0.8,-1,43.87,-1,49.03,-1,25,-1,0,-4,171.545767186287,-1,715.366400883952,-1,0.197791665425128,-1,4.17011980311419,1,0.885704960030545,2,2872190.78,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2005833.32,1,0.2316074455,-1
250330,2012,2501,"Sertão Paraibano",250102,"Cajazeiras","Cachoeira dos Índios",93.58,-2,29.7,-1,100,4,0.18,-1,0.65,-2,0.65,-2,0.65,-2,0,-4,0,-4,202.819148356529,-1,761.492948771099,-1,0.199570671238561,-1,37545416936299,2,1.25621461537018,2,3340427.45,1,84173.87,-1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
250340,2007,2501,"Sertão Paraibano",250104,"Patos","Cacimba de Areia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286.187979892448,1,1135.82812017769,1,0.204761426119133,-1,3.96881839902762,1,0.914913947211203,2,1224025.99,-1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,528324.01,-1,0.7911208957,2
250340,2008,2501,"Sertão Paraibano",250104,"Patos","Cacimba de Areia",100,4,40.54,-1,100,4,0.03,-2,0.25,-2,37.7,-2,47.54,-1,33.33,-1,0,2,194.195427956989,-1,705.119419354839,-1,0.212823212108472,-1,3.63097847757265,-1,1.06775710720142,2,1354513.11,-1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,384483.94,-2,0.0119750186,-3
250340,2009,2501,"Sertão Paraibano",250104,"Patos","Cacimba de Areia",100,4,25.33,-2,100,4,0.14,-1,0.28,-2,46.94,-1,57.14,1,0,-4,0,2,195.566930848036,-1,821.873702333523,-1,0.213995580455148,-1,42025187937942,2,0.470474909501431,1,1374444.39,-1,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA
250340,2010,2501,"Sertão Paraibano",250104,"Patos","Cacimba de Areia",100,4,41.86,1,100,4,0.06,-1,0.45,-2,36.96,-1,71.74,1,0,-4,0,0,194.253416495451,-1,822.941163780452,-1,0.179011135094303,-2,4.23643083672469,1,1.34981383723485,2,1323642.78,-1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,749438.03,-1,0.0488841853,-2
250340,2011,2501,"Sertão Paraibano",250104,"Patos","Cacimba de Areia",100,4,32.61,-1,100,4,0.11,-1,0.45,-2,47.92,-1,58.33,-1,0,-4,0,-4,207.759973711114,-1,702.074422374763,-1,0.207020202271938,-1,3.37925737009854,-1,1.45118907438138,2,1422532.54,-1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,787156.49,-2,0.4196578118,1
250340,2012,2501,"Sertão Paraibano",250104,"Patos","Cacimba de Areia",100,4,30.43,-1,100,4,0.11,-2,0.7,-2,0.7,-2,0.7,-2,0,-4,0,-4,328.378256507198,-1,974.007042314963,-1,0.26993704680725,1,29661130815268,2,0.738454379026531,1,2243007.15,-1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1092705.03,-1,0.2135181244,-1
250350,2007,2503,"Agreste Paraibano",250313,"Curimataú Oriental","Cacimba de Dentro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356.72568405243,1,1484.74026624795,1,0.216025746718376,-1,4.16213447089425,1,0.466943382976846,1,2524205.91,1,35533,-1,NA,NA,0.02025522727,1,0.02025522727,1,0,0,1412272.66,1,0.5896564884,-1
250350,2008,2503,"Agreste Paraibano",250313,"Curimataú Oriental","Cacimba de Dentro",100,4,23.95,-2,100,4,0.1,-1,0.49,-1,72.4,2,50.8,1,83.33,2,0,2,475.312136399894,1,1880.79009438979,1,0.229750102806211,1,3.95695786064976,1,0.395597319025073,-1,3507928.89,2,NA,NA,NA,NA,0.002669707614,-1,0.01427405536,-1,0.00189914245,1,1700327.5,1,0.6223564627,1
250350,2008,2503,"Agreste Paraibano",250313,"Curimataú Oriental","Cacimba de Dentro",100,4,23.95,-2,100,4,0.1,-1,0.49,-1,72.4,2,50.8,1,83.33,2,0,2,475.312136399894,1,1880.79009438979,1,0.229750102806211,1,3.95695786064976,1,0.395597319025073,-1,3507928.89,2,NA,NA,NA,NA,0.014274055357,1,0.01427405536,-1,0.00189914245,1,1700327.5,1,0.6223564627,1
250350,2009,2503,"Agreste Paraibano",250313,"Curimataú Oriental","Cacimba de Dentro",100,4,37.91,-1,100,4,0.08,-1,0.36,-2,73.55,2,47.52,-1,66.67,0,0,2,472.924337796633,1,2003.02977860268,1,0.210425023814626,-1,4.23541276800185,1,0.51687373230028,1,3549568.28,2,1850,-3,NA,NA,0.004443175774,-1,0.00444317577,-1,0,2,1909831.32,1,0.5343459673,1
250350,2010,2503,"Agreste Paraibano",250313,"Curimataú Oriental","Cacimba de Dentro",100,4,30.7,-1,100,4,0.12,-1,0.6,-2,67.67,2,69.17,1,66.67,0,0,0,554.61267867036,1,2304.59887257618,1,0.218543449968244,-1,4.15533030745217,1,0.420418817700319,1,3946826.9,1,1710,-3,NA,NA,0.013926676498,1,0.0139266765,-1,0,0,2164120.32,1,0.3411422585,-1
250350,2011,2503,"Agreste Paraibano",250313,"Curimataú Oriental","Cacimba de Dentro",100,4,37.35,1,100,4,0.15,-1,0.72,-2,62.62,2,62.14,1,50,0,0,-4,581.82029395452,1,2490.09568080976,1,0.212822791720874,-1,4.27983641458269,1,0.418908451575929,-1,4137598.21,1,NA,NA,NA,NA,0.000516910041,-2,0.01342220433,-1,0,0,2323286.52,1,0.515738637,1
250350,2011,2503,"Agreste Paraibano",250313,"Curimataú Oriental","Cacimba de Dentro",100,4,37.35,1,100,4,0.15,-1,0.72,-2,62.62,2,62.14,1,50,0,0,-4,581.82029395452,1,2490.09568080976,1,0.212822791720874,-1,4.27983641458269,1,0.418908451575929,-1,4137598.21,1,NA,NA,NA,NA,0.013422204333,1,0.01342220433,-1,0,0,2323286.52,1,0.515738637,1
250350,2012,2503,"Agreste Paraibano",250313,"Curimataú Oriental","Cacimba de Dentro",100,4,25.4,-1,100,4,0.27,-1,1.21,-1,1.21,-1,1.21,-1,12.5,0,0,-4,691.371386537127,1,2790.64242748092,1,0.217395896202142,-1,4.03638692867868,1,0.563515909736283,1,4848636.56,1,46965,-2,NA,NA,0.017210115681,1,0.01721011568,1,0,0,2844850.19,1,0.5071077943,2
250355,2007,2501,"Sertão Paraibano",250107,"Serra do Teixeira","Cacimbas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8728642815005,-2,115.081287608009,-2,0.19094465799911,-2,4.82058986517121,2,0.416529677626677,1,1375888.66,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,740281.14,-1,0.3039894455,-2
250355,2008,2501,"Sertão Paraibano",250107,"Serra do Teixeira","Cacimbas",100,4,68.22,3,100,4,0.06,-1,0.33,-2,66.89,1,26.35,-2,66.67,0,0,2,28.6611069463967,-2,135.755313828587,-2,0.172303328607609,-2,4.73656911027488,1,1.06714929772714,2,1651653.61,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,808216.93,-1,0.6835172216,1
250355,2009,2501,"Sertão Paraibano",250107,"Serra do Teixeira","Cacimbas",91.61,-2,47.42,1,86.02,-2,0.04,-1,0.33,-2,72.97,2,44.59,-1,66.67,0,0,2,28.9015909876287,-2,131.214789031723,-2,0.185194645449976,-2,4.54005418206525,1,0.859669970705236,2,1672708.48,1,NA,NA,NA,NA,NA,NA,NA,NA,0,2,930220.81,-1,0.4560886547,-1
250355,2010,2501,"Sertão Paraibano",250107,"Serra do Teixeira","Cacimbas",90.91,-2,36.79,-1,85.36,-2,0,-4,0.34,-2,69.1,2,43.82,-1,66.67,0,0,0,34.4266757348664,-2,153.753516921603,-2,0.191612653273177,-2,4.46611569777228,1,0.752746328914055,2,1916771.99,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1289302.86,1,0.31624929,-1
250355,2011,2501,"Sertão Paraibano",250107,"Serra do Teixeira","Cacimbas",88.05,-2,34.78,-1,88.05,-2,0.12,-1,1.05,-1,62.88,2,33.33,-3,75,1,0,-4,40.432215021941,-2,184.876952240024,-2,0.194358175354514,-1,4.57251605284793,1,0.572623832191504,1,2377171.65,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1403852.43,-1,0.055066716,-2
250355,2012,2501,"Sertão Paraibano",250107,"Serra do Teixeira","Cacimbas",87.63,-2,32.1,-1,87.63,-2,0.22,-1,0.87,-1,0.87,-1,0.87,-1,12.5,0,0,-4,46.539458988669,-2,202.183242685608,-2,0.17505547000818,-2,4.34434020246848,1,13681348201816,4,2751878.21,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1437034.97,-1,0.0902556157,-2
250360,2007,2503,"Agreste Paraibano",250316,"Guarabira","Caiçara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548.137287173666,1,2157.97311766932,1,0.234014509803423,1,3.93692085571549,-1,0.336318444018622,-1,1312210.27,1,NA,NA,0.0650144504466111,1,0.013426133436,-1,0.01342613344,-1,0,0,991712.99,1,0.4951121748,-1
250360,2008,2503,"Agreste Paraibano",250316,"Guarabira","Caiçara",100,4,37.6,-1,100,4,0.03,-2,1.04,1,56.56,-1,62.3,1,83.33,2,0,2,564.090327921044,1,2267.1346864056,1,0.210260039531373,-1,40190986694651,2,0.736916797043869,1,1623012.9,1,NA,NA,0.0518131674017088,1,0.011995957439,-1,0.01199595744,-1,0,0,1103909.93,1,0.4828747504,-1
250360,2009,2503,"Agreste Paraibano",250316,"Guarabira","Caiçara",100,4,40.65,1,100,4,0.09,-1,1.43,2,45.74,-1,62.79,1,83.33,2,0,2,571.695712030313,1,2560.96694347963,1,0.208667638371228,-1,4.47959795672535,1,0.312711995146342,0,1719321.2,1,NA,NA,0.017284373049775,-1,0.013254996111,1,0.01325499611,-1,0,2,1085462.4,-1,0.435288569,-1
250360,2010,2503,"Agreste Paraibano",250316,"Guarabira","Caiçara",100,4,54.73,2,100,4,0.33,1,1.37,1,48.96,-1,62.5,1,0,-4,0,0,648.640039564787,1,2634.83079459281,1,0.213477995183151,-1,4.06208472169045,-1,0.622238827170234,1,1925097.99,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1264294.07,-1,0.5728726757,1
250360,2011,2503,"Agreste Paraibano",250316,"Guarabira","Caiçara",100,4,37.62,1,100,4,1.21,2,1.76,2,46.94,-1,63.27,1,0,-4,71.43,2,774.207089895013,1,3115.99334645669,1,0.202379174600809,-1,4.02475434173464,-1,0.916465534136926,2,2304024.26,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1461523.37,1,0.5711111041,2
250360,2012,2503,"Agreste Paraibano",250316,"Guarabira","Caiçara",100,4,30.11,-1,100,4,0.89,2,2.33,2,2.33,2,2.33,2,12.5,0,0,-4,789.882731133617,1,3442.40105521072,1,0.189110667771253,-1,4.35811661595675,1,0.929792372919491,2,2350492.04,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1507493.68,-1,0.4853670357,1
250370,2007,2501,"Sertão Paraibano",250102,"Cajazeiras","Cajazeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2136.34503542133,3,6128.92943325876,3,0.32142944517124,2,2.86888556466256,-2,0.242217089505468,-1,9352729.74,3,2106625.03,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.5541692535,-1
250370,2008,2501,"Sertão Paraibano",250102,"Cajazeiras","Cajazeiras",73.61,-3,34.21,-2,94.97,-1,0.03,-2,0.96,1,38.78,-2,44.88,-1,100,4,0,2,2326.28361327771,3,7560.21615091602,3,0.291133012949325,2,3.24991162202435,-2,0.184944459288772,-2,10191784.39,3,2633017.17,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.6941105257,1
250370,2009,2501,"Sertão Paraibano",250102,"Cajazeiras","Cajazeiras",83.97,-2,36.31,-1,75.49,-2,0.33,1,1.17,1,38.53,-2,44.51,-1,100,4,0,2,2738.03745402092,3,8394.48382978723,3,0.306330297009287,2,3.06587618714258,-2,0.198574015018398,-1,12887927.11,3,2297228.61,2,NA,NA,NA,NA,NA,NA,0,2,8714523,2,0.5290175476,1
250370,2010,2501,"Sertão Paraibano",250102,"Cajazeiras","Cajazeiras",78.63,-2,33.83,-1,80.35,-2,0.4,2,1.08,1,35.02,-1,50.29,-1,100,4,57.14,2,3239.04176157531,3,9119.40228667731,3,0.322813636730255,2,2.81546301590199,-2,0.282299551159586,-1,14613528.64,3,3644949.77,2,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.4929363866,1
250370,2011,2501,"Sertão Paraibano",250102,"Cajazeiras","Cajazeiras",83.51,-2,34.33,-1,84.69,-2,0.12,-1,1.13,-1,32.42,-2,67.01,1,62.5,1,57.14,1,3617.13614910116,2,10897.103893197,3,0.305518081537437,2,3.01263304559462,-2,0.260495650971452,-1,15088726.43,3,5434904.08,2,NA,NA,NA,NA,NA,NA,0,0,12451828.15,2,0.3752131476,1
250370,2012,2501,"Sertão Paraibano",250102,"Cajazeiras","Cajazeiras",83.02,-2,34.74,1,84.19,-2,0.16,-1,1.16,-1,1.16,-1,1.16,-1,25,1,42.86,0,4499.17450087566,3,13246.6516690018,3,0.307746120026593,2,2.94424047487458,-2,0.305191231733407,-2,23892636.1,3,1797650.3,1,NA,NA,NA,NA,NA,NA,0,0,16415370.45,2,0.5034269491,2
250375,2007,2501,"Sertão Paraibano",250103,"Sousa","Cajazeirinhas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.832612103536,-1,858.025428363106,-1,0.184094798046075,-2,5082107169182,2,0.349876844563563,-1,813324.6,-1,112513.11,-1,NA,NA,0.000408112274,-2,0.00040811227,-3,0,0,372534.98,-2,0.5405252493,-1
250375,2008,2501,"Sertão Paraibano",250103,"Sousa","Cajazeirinhas",100,4,53.33,1,100,4,0.03,-2,0.73,-1,56.25,-1,75,2,100,4,0,2,192.09383485309,-1,982.019910503208,-1,0.178121734127023,-2,5.11218858873966,2,0.501949432659087,1,1111939.69,-1,NA,NA,NA,NA,0.022539080317,1,0.02253908032,1,0,0,435843.96,-2,0.4681979078,-1
250375,2009,2501,"Sertão Paraibano",250103,"Sousa","Cajazeirinhas",95.51,-2,49.18,1,95.51,-1,0.19,1,0.54,-1,36.67,-2,81.67,2,66.67,0,0,2,183.787287965136,-1,1038.69125041904,-1,0.17235649622123,-2,5.65159463377075,2,0.150333474099582,-2,1072543.43,-1,1605.95,-4,NA,NA,0.001032928285,-1,0.01932830276,1,0,2,511218.31,-2,0.2049030284,-1
250375,2009,2501,"Sertão Paraibano",250103,"Sousa","Cajazeirinhas",95.51,-2,49.18,1,95.51,-1,0.19,1,0.54,-1,36.67,-2,81.67,2,66.67,0,0,2,183.787287965136,-1,1038.69125041904,-1,0.17235649622123,-2,5.65159463377075,2,0.150333474099582,-2,1072543.43,-1,1605.95,-4,NA,NA,0.019328302764,1,0.01932830276,1,0,2,511218.31,-2,0.2049030284,-1
250375,2010,2501,"Sertão Paraibano",250103,"Sousa","Cajazeirinhas",100,4,51.79,2,94.7,-2,0.56,2,0.56,-2,41.94,-1,74.19,2,50,-1,14.29,1,216.377150808836,-1,1152.64727082971,-1,0.17621199046074,-2,5.32702860039064,1,0.347954114379825,-1,1243952.24,-1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,581353.27,-2,0.4102127769,1
250375,2011,2501,"Sertão Paraibano",250103,"Sousa","Cajazeirinhas",98.91,-2,53.62,2,98.91,-2,1.35,2,3.25,3,45.07,-1,74.65,2,75,1,14.29,-1,289.213524519147,-1,1335.04012129614,-1,0.185029442379868,-2,4.61610543115438,1,0.788439851682206,2,1669051.25,-1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,695670.62,-2,0.5600073644,1
250375,2012,2501,"Sertão Paraibano",250103,"Sousa","Cajazeirinhas",98.43,-2,31.58,-1,100,4,1.34,2,2.81,2,2.81,2,2.81,2,0,-4,14.29,-1,324.094607284654,-1,1451.15133609529,-1,0.193799594262228,-1,4.47755471235204,1,0.682414810839589,1,1868651.86,-1,8828.2,-2,NA,NA,NA,NA,NA,NA,0,0,810615.68,-2,0.3887390283,1
250380,2007,2503,"Agreste Paraibano",250318,"Itabaiana","Caldas Brandão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.26889435786203,-4,13.4773449989311,-4,0.233207686803664,1,4.12290625621373,1,0.165117066284611,-2,706178.43,-1,547697.53,-1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.6416394589,1
250380,2008,2503,"Agreste Paraibano",250318,"Itabaiana","Caldas Brandão",100,4,51.45,1,100,4,0.15,1,0.51,-1,54.32,-1,56.79,1,33.33,-1,0,2,4.25937483941671,-4,16.3564293617044,-4,0.237840290724934,1,3.84010094869797,-1,0.364401143659954,-1,299490.33,-2,1325128.94,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.6268432292,1
250380,2009,2503,"Agreste Paraibano",250318,"Itabaiana","Caldas Brandão",100,4,40.16,-1,100,4,0.25,1,0.87,0,50,-1,40.22,-1,16.67,-2,0,2,3.92971417552838,-4,17.6731391964395,-4,0.21262207830196,-1,4.49730906804773,1,0.20587137297791,-1,237545.15,-2,1270549.47,1,NA,NA,NA,NA,NA,NA,0,2,814720.41,-1,0.6062052005,1
250380,2010,2503,"Agreste Paraibano",250318,"Itabaiana","Caldas Brandão",100,4,41.41,-1,100,4,0.41,2,1.7,2,43.33,-1,53.33,-1,16.67,-1,0,0,4.40652348181396,-4,18.3366080843585,-4,0.229787333013936,1,4.16124143217097,1,0.190608545300827,-2,1697450.13,-1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.4660502283,1
250380,2011,2503,"Agreste Paraibano",250318,"Itabaiana","Caldas Brandão",100,4,36.49,-1,100,4,1.34,2,1.82,2,50.68,-1,54.79,-1,0,-4,0,-4,5.0098059043865,-4,20.7803556097863,-4,0.229810943251394,1,4.14793626866689,1,0.20346660994226,-2,1942021.2,-1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,985624.5,-1,0.4583483919,1
250380,2012,2503,"Agreste Paraibano",250318,"Itabaiana","Caldas Brandão",100,4,25,-1,100,4,0.63,1,1.89,1,1.89,1,1.89,1,0,-4,57.14,1,4.70011012961705,-4,23.0834223259273,-3,0.184892635695424,-2,4.91125137270093,1,0.49729286833263,-1,1833019.45,-1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,988278.69,-1,0.4167780041,1
250390,2007,2502,"Borborema",250210,"Cariri Ocidental","Camalaú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311.688822984245,1,1128.08725903614,1,0.236646209435556,1,3.61927401898902,-1,0.606443360491429,1,401646.4,-2,836173.57,1,NA,NA,0.07985807326,2,NA,NA,0,0,692904.47,-1,0.6878198118,1
250390,2008,2502,"Borborema",250210,"Cariri Ocidental","Camalaú",100,4,39.69,-1,100,4,0.29,1,0.39,-2,65.88,1,30.59,-2,0,-4,0,2,292.876983532934,1,1102.91417290419,1,0.234273219776375,1,3.76579326787613,-1,0.502727056190567,1,69403.87,-3,1470783.33,1,NA,NA,0.015939459776,1,NA,NA,0,0,741804.12,-1,0.0369245527,-2
250390,2009,2502,"Borborema",250210,"Cariri Ocidental","Camalaú",100,4,25.2,-2,100,4,0.37,2,0.79,-1,38.14,-2,38.14,-2,66.67,0,0,2,319.652971240154,1,1229.41820479941,1,0.232922906030486,1,3.84610285344652,-1,0.447163176254804,1,221568.42,-2,1177156.73,1,NA,NA,0.198431681014,3,NA,NA,0,2,NA,NA,NA,NA
250390,2010,2502,"Borborema",250210,"Cariri Ocidental","Camalaú",100,4,32.8,-1,100,4,0.02,-2,0.89,-1,45.19,-1,46.15,-1,50,-1,0,0,330.090942688806,-1,1316.43020532048,1,0.199011771515205,-1,3.98808338876946,-1,1.03674500397512,2,778520.05,-2,1070319.32,1,NA,NA,NA,NA,NA,NA,0,0,811040.22,-1,0.1195715971,-2
250390,2011,2502,"Borborema",250210,"Cariri Ocidental","Camalaú",100,4,25,-2,100,4,1.06,2,1.13,-1,51.16,1,59.3,-1,62.5,1,57.14,1,413.215862370863,1,1450.08114866048,-1,0.224995066580507,1,35092581885422,2,0.935283708300597,2,784187.15,-2,1575688.64,1,NA,NA,NA,NA,NA,NA,0,0,1012885.73,-1,0.1176872651,-2
250390,2012,2502,"Borborema",250210,"Cariri Ocidental","Camalaú",100,4,28.95,-1,100,4,0.36,-1,1.67,1,1.67,1,1.67,1,0,-4,57.14,1,414.863192916094,-1,1578.31666609354,-1,0.206049054773989,-1,3.80442684008545,-1,1.04878639642699,2,890814.69,-2,1522029.64,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
250400,2007,2503,"Agreste Paraibano",250317,"Campina Grande","Campina Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25915.4455991682,4,71046.6715752535,4,0.330374532108705,2,2.74147983693299,-2,0.285387862635827,-1,27411123.3,4,48693097.93,4,0.00241306887410332,-2,0.023846528638,1,0.02384652864,1,0.18533250898,2,22427449.06,4,0.5078197676,-1
