"COD_UF","NOME_UF","COD_MUNICIPIO","ANO","COD_MESO","NOME_MESO","COD_MICRO","NOME_MICRO","NOME_MUNICIPIO","INDICADOR_001","INDICADOR_002","INDICADOR_004","INDICADOR_007","INDICADOR_009","INDICADOR_020","INDICADOR_021","INDICADOR_035","INDICADOR_041","INDICADOR_101","INDICADOR_102","INDICADOR_103","INDICADOR_104","INDICADOR_105","INDICADOR_106","INDICADOR_107","INDICADOR_108","INDICADOR_109","INDICADOR_110","INDICADOR_111","INDICADOR_112","INDICADOR_113","INDICADOR_114","INDICADOR_201","INDICADOR_202","INDICADOR_203","INDICADOR_204","INDICADOR_205","INDICADOR_206","INDICADOR_207","INDICADOR_208"
25,"Paraíba",250020,2011,2501,"Sertão Paraibano",250105,"Piancó","Aguiar",54.25,11.32,100,0.49,0.22,48.53,60.29,37.5,42.86,629.859379941781,401.832975744606,0.308367231261766,0.636089609993891,0.63797251980553,0.36202748019447,0.714483530727867,0,0,0,0.228512221344698,0,0.322300208022788,0.399424149507464,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",250020,2012,2501,"Sertão Paraibano",250105,"Piancó","Aguiar",100,28.95,100,0.51,0.34,NA,NA,0,85.71,494.481240478781,453.89690968444,0.247271109834526,0.157294477076029,0.917925438880056,0.0820745611199444,0.794302122994434,0.159883894544763,0,0,0.0458139824608032,0,0.533260277430809,0.422010729641783,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",250030,1991,2503,"Agreste Paraibano",250315,"Brejo Paraibano","Alagoa Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.48,5.23,55.77,73.39,68.64,8.27,0.322,0.625
25,"Paraíba",250030,2000,2503,"Agreste Paraibano",250315,"Brejo Paraibano","Alagoa Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.03,3.04,38.83,50.18,73.37,9.64,0.426,0.684
25,"Paraíba",250030,2007,2503,"Agreste Paraibano",250315,"Brejo Paraibano","Alagoa Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,279.839227510083,261.940149727101,0.270121514293046,0.182887594823489,0.936037996022777,0.0639620039772226,0.439078228865915,0.0569222021118343,0,0,0.0146912439063578,0.489308325115893,0.573217950618265,0.101830786734126,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",250030,2008,2503,"Agreste Paraibano",250315,"Brejo Paraibano","Alagoa Grande",100,53.48,100,0.17,0.46,69.09,46.8,50,28.57,274.058786678595,268.345044000551,0.226108424885604,0.028398478850846,0.979151397598701,0.0208486024012985,0.97241070360066,0.00818840652841136,0,0,0.0164851143760745,0.00291577549485379,0.6283957356514,0.104125968670061,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",250030,2009,2503,"Agreste Paraibano",250315,"Brejo Paraibano","Alagoa Grande",100,48.43,84.97,0.21,0.48,66.95,46.65,100,28.57,319.556532846099,312.503450559327,0.253343448454291,0.0343655393212061,0.977928530441999,0.022071469558001,0.41456938490666,0.570848075734411,0,0,0.0145825393589297,0,0.671567507543228,0.212674567220002,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",250030,2010,2503,"Agreste Paraibano",250315,"Brejo Paraibano","Alagoa Grande",100,50.95,100,0.29,0.85,66.67,51.28,66.67,0,308.855133430584,304.261299404545,0.239004449336454,0.0425234727730666,0.985126250047998,0.0148737499520015,1,0,0,0,0,0,0.750327744155814,0.338796802995108,72.83,2.52,19.5,21.07,86.44,10.74,0.582,0.797
25,"Paraíba",250030,2011,2503,"Agreste Paraibano",250315,"Brejo Paraibano","Alagoa Grande",100,45.79,84.27,0.26,1.23,64.14,57.59,50,42.86,316.279481442333,308.933827454892,0.224138475826262,0.0557653927274548,0.976774800711248,0.0232251992887515,0.718456070586236,0.281543929413764,0,0,0,0,0.750739893363163,0.382662389862489,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",250030,2012,2503,"Agreste Paraibano",250315,"Brejo Paraibano","Alagoa Grande",100,25.29,84.43,0.73,1.8,NA,NA,12.5,0,387.54221814978,361.121744845815,0.260394147694292,0.150116357754206,0.93182556101861,0.0681744389813902,0.721659833207961,0.278340166792039,0,0,0,0,0.699017541241019,0.510190472011399,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",250040,1991,2503,"Agreste Paraibano",250315,"Brejo Paraibano","Alagoa Nova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.02,4.83,87.45,113.02,57.43,8.65,0.306,0.517
25,"Paraíba",250040,2000,2503,"Agreste Paraibano",250315,"Brejo Paraibano","Alagoa Nova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.24,3.44,48.6,62.45,68.55,9.02,0.389,0.637
25,"Paraíba",250040,2007,2503,"Agreste Paraibano",250315,"Brejo Paraibano","Alagoa Nova",NA,NA,NA,NA,NA,NA,NA,NA,NA,233.474155308022,230.946989356757,0.238301441949418,0.0409698466752967,0.989175821418309,0.0108241785816909,0.670552894992763,0.294084403982363,0.000253196651581709,0.0019382710149133,0.0331712333583787,0,0.786111308599399,0.111958661196622,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",250040,2008,2503,"Agreste Paraibano",250315,"Brejo Paraibano","Alagoa Nova",92.69,49.41,100,0.29,0.93,72.68,45.35,50,0,248.331868426513,247.769987415468,0.239348025977332,0.0129788818735257,0.99773737855473,0.00226262144526955,0.596416392037192,0.338468226278546,0.0333785951405485,0.000774726542944148,0.0309620600007693,0,0.683352581532694,0,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",250040,2009,2503,"Agreste Paraibano",250315,"Brejo Paraibano","Alagoa Nova",100,49.31,100,0.24,0.82,70.78,59.04,66.67,0,272.457455879556,264.201343432277,0.217924172468052,0.0986065565490134,0.96969760867572,0.0303023913242799,0.574972230536027,0.397670494809234,0.00220950248503578,0,0.0251477721697025,0,0.713279309697551,0,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",250040,2010,2503,"Agreste Paraibano",250315,"Brejo Paraibano","Alagoa Nova",100,47.45,100,0.11,0.91,68.62,60.92,66.67,0,340.721490254378,316.595970538488,0.252752794117987,0.246001043465888,0.929192843991499,0.0708071560085014,0.635733978091116,0.321694436891932,0.0142390805204951,0,0.0283325044964562,0,0.680437678410023,0.0833163545100226,69.93,2.01,27.6,29.77,81.72,9.52,0.576,0.749
25,"Paraíba",250040,2011,2503,"Agreste Paraibano",250315,"Brejo Paraibano","Alagoa Nova",100,53.69,100,0.22,1.04,64.77,55.68,62.5,0,355.691655788699,349.308907313431,0.240487154973449,0.0669801675432661,0.982055388785785,0.0179446112142152,0.723954190685897,0.251736101041815,0.0114933388604188,0,0.0128163694118696,0,0.668104402302786,0.0965005052038912,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",250040,2012,2503,"Agreste Paraibano",250315,"Brejo Paraibano","Alagoa Nova",100,43.49,100,0.57,1.51,NA,NA,12.5,85.71,424.673304448587,407.246747443196,0.25283333103016,0.0818234749618126,0.958964792882336,0.0410352071176644,0.765909426873046,0.222530122944068,0.00270753568640428,0,0.0080153637928411,0.000837550703640938,0.686494700851102,0.356262666709835,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",250050,1991,2503,"Agreste Paraibano",250316,"Guarabira","Alagoinha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.18,4.28,81.15,105.24,59.41,8.32,0.257,0.536
25,"Paraíba",250050,2000,2503,"Agreste Paraibano",250316,"Guarabira","Alagoinha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.73,2.9,43.24,55.74,71.12,8.22,0.411,0.662
25,"Paraíba",250050,2007,2503,"Agreste Paraibano",250316,"Guarabira","Alagoinha",NA,NA,NA,NA,NA,NA,NA,NA,NA,216.367684031716,216.332877667531,0.206895165377599,0.000388993197153174,0.999839133259016,0.000160866740983686,0.495058030268932,0.481607582942584,0,0,0.0220459159172292,0.00128847087125468,0.682433335490519,0.68683058641407,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",250050,2008,2503,"Agreste Paraibano",250316,"Guarabira","Alagoinha",91.71,35.93,68.78,0.07,1.39,58.47,44.76,33.33,0,186.936537702261,184.972865934552,0.221520830389715,0.0474976139366819,0.989495516543505,0.0105044834564949,0.918880829156534,0.0630616222895225,0,0.00592287836979739,0.0121346701841463,0,0.642543984411424,0.66657738323035,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",250050,2009,2503,"Agreste Paraibano",250316,"Guarabira","Alagoinha",100,36.79,100,0.16,1.46,61.51,42.68,50,0,231.375805688259,203.283270979895,0.208306664535495,0.238601486989766,0.878584821672266,0.121415178327734,0.915493180235171,0.0650384659443167,0,0.000950540674181203,0.0185178131463312,0,0.620795657401764,0.496336669033155,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",250050,2010,2503,"Agreste Paraibano",250316,"Guarabira","Alagoinha",100,34.39,100,0.29,1.78,56.19,54.87,33.33,0,238.967048179725,236.618048224144,0.197330202573122,0.029094956302224,0.990170193030908,0.00982980696909216,0.938815040110676,0.0475706122150835,0,0.0022072548109988,0.0114070928632418,0,0.696443919732561,0.405948919883813,72.72,2.55,19.8,21.35,86.28,9.18,0.595,0.795
25,"Paraíba",250050,2011,2503,"Agreste Paraibano",250316,"Guarabira","Alagoinha",100,33.99,100,1,1.49,57.59,58.64,0,85.71,299.335486773814,278.44184880796,0.219157744112077,0.157391650439032,0.930199929881215,0.0698000701187853,0.974374259530886,0.0256257404691137,0,0,0,0,0.698837643810331,0.124439001607555,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",250050,2012,2503,"Agreste Paraibano",250316,"Guarabira","Alagoinha",100,22.15,100,1.27,2.35,NA,NA,12.5,85.71,395.472759097525,352.108628820961,0.22371205841698,0.206415775949183,0.890348628877695,0.109651371122305,0.829228786004544,0.134583432839436,0,0.00138834810924461,0.0187769039259667,0,0.68493791607782,0.266680518117133,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",250053,1991,2502,"Borborema",250211,"Cariri Oriental","Alcantil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.08,4.34,61.9,81.17,66.2,8.86,0.321,0.601
25,"Paraíba",250053,2000,2502,"Borborema",250211,"Cariri Oriental","Alcantil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.47,3.41,51.53,66.1,67.2,8.89,0.408,0.625
25,"Paraíba",250053,2007,2502,"Borborema",250211,"Cariri Oriental","Alcantil",NA,NA,NA,NA,NA,NA,NA,NA,NA,343.570873302084,330.349386092649,0.217559495111428,0.107222877691299,0.961517438651414,0.0384825613485861,0.132162499889054,0.609421590099081,0,0.258415910011865,0,0,0.538232210267887,0.699266965595246,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",250053,2008,2502,"Borborema",250211,"Cariri Oriental","Alcantil",100,36.69,100,0.19,0.94,51.56,67.97,83.33,0,381.614810762479,367.596401224456,0.228157099740647,0.154480938364733,0.963265551695926,0.0367344483040743,0.110780595346484,0.636110220328144,0,0.253109184325372,0,0,0.499710900534133,0.769803864724636,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",250053,2009,2502,"Borborema",250211,"Cariri Oriental","Alcantil",100,30.67,100,0.36,1.09,37.7,71.31,83.33,0,365.543229877966,363.497535747639,0.210197995990909,0.0158536476318976,0.994403687544672,0.00559631245532769,0.0865841736874368,0.651373804476432,0,0.262042021836131,0,0,0.593375329694693,0.771138869001897,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",250053,2010,2502,"Borborema",250211,"Cariri Oriental","Alcantil",100,29.81,100,0.48,0.74,34.29,60.71,66.67,0,371.919939500692,366.129624807653,0.203845178283889,0.0412953218036928,0.984431287279696,0.015568712720304,0.370416069063594,0,0,0,0,0.629583930936406,0.642929660982861,0.772703807054649,70.91,1.96,24.7,26.63,83.37,10.29,0.578,0.765
25,"Paraíba",250053,2011,2502,"Borborema",250211,"Cariri Oriental","Alcantil",100,17.53,100,0.21,1.44,45.71,56.19,50,0,404.939460165999,376.472984444573,0.209956768296544,0.159399866658757,0.9297018973904,0.0702981026096004,0.321581047855036,0.037623789301904,0,0,0,0.64079516284306,0.592560723094544,0.311271524554335,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",250053,2012,2502,"Borborema",250211,"Cariri Oriental","Alcantil",100,25.74,100,0.19,2.1,NA,NA,87.5,0,445.823585762969,441.903858386975,0.189983854366768,0.00654286616250297,0.991207895900604,0.00879210409939582,0.300473869101384,0.028247233321796,0,0,0,0.67127889757682,0.653784156171482,0.283843758079325,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",250057,1991,2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Algodão de Jandaíra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.37,4.84,85.52,110.64,58.02,6.74,0.182,0.523
25,"Paraíba",250057,2000,2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Algodão de Jandaíra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.71,2.89,54.49,69.78,65.89,7.06,0.313,0.612
25,"Paraíba",250057,2007,2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Algodão de Jandaíra",NA,NA,NA,NA,NA,NA,NA,NA,NA,716.304958046242,655.325112203875,0.221551559410814,0.250512006473332,0.914868876506603,0.0851311234933971,0.92153354696947,0.00250968544079525,0.000184043598991652,0.00110401062540583,0.00753663557241696,0,0.420685218913963,0.588943630588776,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",250057,2008,2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Algodão de Jandaíra",100,32,100,0.04,0.08,78.33,55,16.67,0,832.728804552056,768.093791317324,0.258956648034417,0.615274848033554,0.922381677106149,0.077618322893851,0.979114125906567,0.0126593771713598,0,0.00701657583621831,0.00120992108585537,0,0.365729832486747,0.65451152994057,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",250057,2009,2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Algodão de Jandaíra",100,27.08,100,0,0.25,76.47,54.9,66.67,0,698.649560010199,664.23109931925,0.211665499123591,0.193613604378736,0.950735729812172,0.0492642701878279,0.958264554380254,0.0249030768531996,0.00509232983002795,0.00200637028139659,0.0097336686551216,0,0.433456020014045,0.594861987649585,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",250057,2010,2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Algodão de Jandaíra",100,25.49,100,0,0.76,62,64,33.33,0,735.653643718329,710.415037181782,0.191826481944443,0.0728999781436033,0.965692270062063,0.034307729937937,0.957775869051576,0.0277049933634181,0.00397704648328084,0.00234894185781615,0.0081931492439091,0,0.424447067164007,0.523986701496232,69.93,2.34,27.6,29.77,81.72,8.92,0.548,0.749
25,"Paraíba",250057,2011,2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Algodão de Jandaíra",100,24.24,100,0.08,1.13,64.15,75.47,0,28.57,963.880147384742,921.979878638484,0.233142613951928,0.170581601797544,0.956529586318439,0.0434704136815608,0.959529288334415,0.0258020957031252,0,0.00539334221808171,0.00927527374437857,0,0.444639979660322,0.577208971803314,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",250057,2012,2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Algodão de Jandaíra",100,31.03,100,0.21,1,NA,NA,0,14.29,955.985912133891,935.118815899582,0.222791015865234,0.0686049969531579,0.978172171818169,0.0218278281818311,0.959447775164383,0.0210875641262776,0.00196070885360336,0.00950955873796095,0.00799439311777467,0,0.398088760547158,0.295186806050845,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",250060,1991,2504,"Mata Paraibana",250423,"Litoral Sul","Alhandra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.25,4.65,91.78,118.32,56.12,4.59,0.276,0.504
25,"Paraíba",250060,2000,2504,"Mata Paraibana",250423,"Litoral Sul","Alhandra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.41,3.09,47.95,61.65,68.85,4.78,0.415,0.64
25,"Paraíba",250060,2007,2504,"Mata Paraibana",250423,"Litoral Sul","Alhandra",NA,NA,NA,NA,NA,NA,NA,NA,NA,352.843340691666,328.631084916504,0.215521132086549,0.184824429281959,0.931379586964293,0.0686204130357068,1,0,0,0,0,0,0.449043929522462,0.690943750235428,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",250060,2008,2504,"Mata Paraibana",250423,"Litoral Sul","Alhandra",100,32.11,100,0.1,1.17,67.27,38.18,33.33,0,391.474581252114,331.6442154702,0.244623255582202,0.447759569698949,0.847166665098541,0.15283333490146,1,0,0,0,0,0,0.407888951437859,0.690055694307682,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",250060,2009,2504,"Mata Paraibana",250423,"Litoral Sul","Alhandra",100,26.6,100,0.15,1.16,60.52,40,83.33,0,356.25943193145,349.666183837242,0.208348306861099,0.0794861863711228,0.981493126909053,0.0185068730909471,1,0,0,0,0,0,0.526125480874355,0.659355433780303,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",250060,2010,2504,"Mata Paraibana",250423,"Litoral Sul","Alhandra",100,27.2,100,0.27,1.34,58.29,52.14,16.67,0,402.040681809284,393.870437777474,0.213162411866793,0.0715790510923242,0.979678066420936,0.0203219335790639,1,0,0,0,0,0,0.540314107889862,0.673080269050315,71.69,2.71,22.5,24.28,84.65,5.68,0.582,0.778
25,"Paraíba",250060,2011,2504,"Mata Paraibana",250423,"Litoral Sul","Alhandra",100,28.75,100,0.77,1.92,55.53,57.07,75,57.14,441.615020345626,414.788563845596,0.190935444034232,0.109930517715803,0.939253749840676,0.0607462501593244,1,0,0,0,0,0,0.507257405221085,0.592549040022941,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",250060,2012,2504,"Mata Paraibana",250423,"Litoral Sul","Alhandra",66.05,25.6,100,0.59,1.94,NA,NA,75,85.71,550.644794804628,504.08170650513,0.19715234535439,0.120777822615001,0.915438974927532,0.0845610250724676,1,0,0,0,0,0,0.482103815894938,0.584513181836381,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",250070,1991,2501,"Sertão Paraibano",250102,"Cajazeiras","São João do Rio do Peixe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.63,3.26,84.07,108.85,58.48,6.6,0.3,0.527
25,"Paraíba",250070,2000,2501,"Sertão Paraibano",250102,"Cajazeiras","São João do Rio do Peixe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.36,2.44,44.55,57.38,70.48,8.13,0.448,0.656
25,"Paraíba",250070,2007,2501,"Sertão Paraibano",250102,"Cajazeiras","São João do Rio do Peixe",NA,NA,NA,NA,NA,NA,NA,NA,NA,216.776820247717,208.287504178815,0.241228821832281,0.140056439556248,0.960838450996741,0.0391615490032585,0.970281815689731,0,0,0,0,0.0297181843102685,0.194238085513104,0,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",250070,2008,2501,"Sertão Paraibano",250102,"Cajazeiras","São João do Rio do Peixe",100,53.08,100,0,0.63,30.85,50,100,0,248.050041866572,243.677529520775,0.24278706355452,0.0791035679587219,0.982372458747055,0.0176275412529451,0.983498864127717,0,0,0,0,0.0165011358722832,0.544554632443298,0,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",250070,2009,2501,"Sertão Paraibano",250102,"Cajazeiras","São João do Rio do Peixe",98.49,51.78,100,0.04,0.86,36.55,58.88,83.33,0,231.596510941077,223.09832376637,0.18609969950639,0.0757744465836598,0.963306065621732,0.0366939343782679,0.991392207116672,0,0,0,0,0.0086077928833282,0.575584898199712,0,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",250070,2010,2501,"Sertão Paraibano",250102,"Cajazeiras","São João do Rio do Peixe",100,58.55,100,0.02,0.75,38.2,60.11,16.67,0,294.970653760235,278.061089326488,0.232388118559496,0.115559863025468,0.942673739851106,0.0573262601488936,0.875540819500231,0.0370649878108263,0,0.00187960035025035,0.0678894696675764,0.0127845008229233,0.568754691948448,0.203172682565433,71.94,1.81,21.8,23.55,85.05,11.15,0.608,0.782
25,"Paraíba",250070,2011,2501,"Sertão Paraibano",250102,"Cajazeiras","São João do Rio do Peixe",100,51.91,100,0.1,0.9,31.3,59.57,75,0,358.894817582561,333.720360537839,0.268087610673243,0.163542178753626,0.92985561281076,0.0701443871892399,0.831910928778894,0.0550597190261162,0,0.0101873534842411,0.0831546905696157,0.0195991783613539,0.531182837203038,0.305581770945738,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",250070,2012,2501,"Sertão Paraibano",250102,"Cajazeiras","São João do Rio do Peixe",100,52.82,100,0.24,1.08,NA,NA,0,28.57,441.228060750312,371.157103026182,0.301908343117445,0.330019575606555,0.841191066576831,0.158808933423169,0.727999672218163,0.183605155197292,0,0.00993318140385063,0.07080909546973,0.00397444339443949,0.48037269594252,0.351659323998872,NA,NA,NA,NA,NA,NA,NA,NA
