"indicador","ano","min","q4neg","q3neg","q2neg","q0","q2","q3","q4","max"
"INDICADOR_208","1991","0.438","0.4402","0.45136","0.496","0.536","0.59648","0.647","0.66804","0.672"
"INDICADOR_208","2010","0.672","0.67266","0.68888","0.72376","0.757","0.786","0.81232","0.82178","0.832"
"INDICADOR_208","2000","0.555","0.558","0.561","0.604","0.637","0.66844","0.71028","0.7502","0.759"
