"indicador","ano","min","q4neg","q3neg","q2neg","q0","q2","q3","q4","max"
"INDICADOR_004","2008","0","4.1536","40.9732","94.8764","99.81","99.8575","99.905","99.9525","100"
"INDICADOR_004","2009","0","3.465","44.6484","95.066","98.98","99.235","99.49","99.745","100"
"INDICADOR_004","2010","0","20.465","59.9968","99.8848","99.52","99.64","99.76","99.88","100"
"INDICADOR_004","2011","0","20.94","57.9336","98.91","99.128","99.346","99.564","99.782","100"
"INDICADOR_004","2012","0","9.196","63.2432","99.7348","99.85","99.8875","99.925","99.9625","100"
