"COD_UF","NOME_UF","COD_MUNICIPIO","ANO","COD_MESO","NOME_MESO","COD_MICRO","NOME_MICRO","NOME_MUNICIPIO","INDICADOR_041"
25,"Paraíba","250010","2008",2501,"Sertão Paraibano",250107,"Serra do Teixeira","Água Branca",0
25,"Paraíba","250010","2009",2501,"Sertão Paraibano",250107,"Serra do Teixeira","Água Branca",0
25,"Paraíba","250010","2010",2501,"Sertão Paraibano",250107,"Serra do Teixeira","Água Branca",0
25,"Paraíba","250010","2011",2501,"Sertão Paraibano",250107,"Serra do Teixeira","Água Branca",57.14
25,"Paraíba","250010","2012",2501,"Sertão Paraibano",250107,"Serra do Teixeira","Água Branca",42.86
25,"Paraíba","250020","2008",2501,"Sertão Paraibano",250105,"Piancó","Aguiar",0
25,"Paraíba","250020","2009",2501,"Sertão Paraibano",250105,"Piancó","Aguiar",0
25,"Paraíba","250020","2010",2501,"Sertão Paraibano",250105,"Piancó","Aguiar",28.57
25,"Paraíba","250020","2011",2501,"Sertão Paraibano",250105,"Piancó","Aguiar",42.86
25,"Paraíba","250020","2012",2501,"Sertão Paraibano",250105,"Piancó","Aguiar",85.71
25,"Paraíba","250030","2008",2503,"Agreste Paraibano",250315,"Brejo Paraibano","Alagoa Grande",28.57
25,"Paraíba","250030","2009",2503,"Agreste Paraibano",250315,"Brejo Paraibano","Alagoa Grande",28.57
25,"Paraíba","250030","2010",2503,"Agreste Paraibano",250315,"Brejo Paraibano","Alagoa Grande",0
25,"Paraíba","250030","2011",2503,"Agreste Paraibano",250315,"Brejo Paraibano","Alagoa Grande",42.86
25,"Paraíba","250030","2012",2503,"Agreste Paraibano",250315,"Brejo Paraibano","Alagoa Grande",0
25,"Paraíba","250040","2008",2503,"Agreste Paraibano",250315,"Brejo Paraibano","Alagoa Nova",0
25,"Paraíba","250040","2009",2503,"Agreste Paraibano",250315,"Brejo Paraibano","Alagoa Nova",0
25,"Paraíba","250040","2010",2503,"Agreste Paraibano",250315,"Brejo Paraibano","Alagoa Nova",0
25,"Paraíba","250040","2011",2503,"Agreste Paraibano",250315,"Brejo Paraibano","Alagoa Nova",0
25,"Paraíba","250040","2012",2503,"Agreste Paraibano",250315,"Brejo Paraibano","Alagoa Nova",85.71
25,"Paraíba","250050","2008",2503,"Agreste Paraibano",250316,"Guarabira","Alagoinha",0
25,"Paraíba","250050","2009",2503,"Agreste Paraibano",250316,"Guarabira","Alagoinha",0
25,"Paraíba","250050","2010",2503,"Agreste Paraibano",250316,"Guarabira","Alagoinha",0
25,"Paraíba","250050","2011",2503,"Agreste Paraibano",250316,"Guarabira","Alagoinha",85.71
25,"Paraíba","250050","2012",2503,"Agreste Paraibano",250316,"Guarabira","Alagoinha",85.71
25,"Paraíba","250053","2008",2502,"Borborema",250211,"Cariri Oriental","Alcantil",0
